Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces
Big Rod Coconut Ale,1325,0.053,16,394,American Blonde Ale,12
Mickey Finn's Amber Ale,174,0.056,,553,American Amber / Red Ale,12
Pleasure Town,2093,0.063,61,224,American IPA,12
Pleasure Town IPA,1814,0.063,61,224,American IPA,12
Snowshoe White Ale,587,0.048,12,224,Witbier,12
Kodiak Brown Ale,586,0.05,24,224,American Brown Ale,12
Sockeye Red IPA,434,0.057,70,224,American IPA,12
Habitus (2014),2668,0.08,100,4,American Double / Imperial IPA,16
Solis,2667,0.075,85,4,American IPA,16
Jucundus,2666,0.06,24,4,Wheat Ale,16
Habitus,2664,0.08,100,4,American Double / Imperial IPA,16
Grazias,2663,0.063,30,4,Cream Ale,16
Claritas,2662,0.058,28,4,Kölsch,16
Vinyl Frontier,2535,0.083,,66,American Double / Imperial IPA,24
Disco Superfly,2534,0.08,,66,American IPA,24
Misty Mountain Hop,2533,0.075,,66,American IPA,24
One-Hit Wonderful,2532,0.075,,66,Belgian IPA,24
En Parfaite Harmonie,2531,0.065,,66,Saison / Farmhouse Ale,24
Daft Funk,2530,0.043,8,66,Berliner Weissbier,24
Love In An Ellavator,2529,0.075,,66,American IPA,24
Spin Doctor,2528,0.053,,66,American Pale Ale (APA),24
Keeper (Current),1612,0.05,,364,American Pilsner,12
Better Half,1611,0.068,,364,American IPA,12
SNO White Ale,1273,0.048,,441,Witbier,16
BRIK Irish Red Ale,365,0.048,,441,Irish Red Ale,16
AXL Pale Ale,273,,,441,American Pale Ale (APA),16
Hop Freak,1884,0.087,80,285,American Double / Imperial IPA,16
Louie's Demise Amber Ale,1272,0.051,24,285,American Amber / Red Ale,16
Hop Happy,1080,0.075,51,285,American IPA,16
Booyah Farmhouse Ale,932,0.065,20,285,Saison / Farmhouse Ale,16
O-Gii,776,0.092,,285,Witbier,16
Flaming Damsel Lager (2010),172,0.048,18,285,Vienna Lager,16
Louie’s Demise Immort-Ale (2010),171,0.051,24,285,American Amber / Red Ale,16
Axe Head Malt Liquor,2361,0.099,,135,American Malt Liquor,24
Huber Bock (2014),2359,0.054,,135,Bock,16
Minhas Light (2012),2358,0.04,,135,Light Lager,12
Huber,2282,0.05,,135,American Pale Lager,12
Clear Creek Ice,2281,0.062,,135,American Pale Lager,16
Clear Creek Ice,2280,0.062,,135,American Pale Lager,12
Mountain Crest,2279,0.055,,135,American Pale Lager,16
Mountain Crest,2278,0.055,,135,American Pale Lager,12
Mountain Creek (2013),2277,0.055,,135,American Pale Lager,12
Boxer,2276,0.05,,135,American Adjunct Lager,24
Boxer Light,2275,0.042,,135,Light Lager,12
Boxer Ice,2274,0.055,,135,American Adjunct Lager,12
Boxer,2273,0.05,,135,American Adjunct Lager,12
Cortez Gold,2442,0.05,,99,Belgian Pale Ale,32
Mission IPA,2441,0.068,66,99,American IPA,32
El Conquistador Extra Pale Ale,1460,0.048,44,99,American Pale Ale (APA),32
Shipwrecked Double IPA,1459,0.092,75,99,American Double / Imperial IPA,32
Squeaky Bike Nut Brown Ale,1476,0.04,,400,American Brown Ale,16
Dead Horse Amber,902,0.04,,400,American Pale Wheat Ale,16
Rocket Bike American Lager,645,0.04,,400,California Common / Steam Beer,16
Johnny's American IPA,644,0.04,,400,American IPA,16
Boneshaker Brown Ale,337,0.055,,548,English Brown Ale,24
Iron Mike Pale Ale,336,0.056,,548,American Pale Ale (APA),24
Monkadelic,2236,0.042,,190,American Pale Ale (APA),12
City of the Sun,2159,0.075,85,210,American IPA,16
Booming Rollers,2157,0.068,75,210,American IPA,16
Oneida,2156,0.052,50,210,American Pale Ale (APA),16
Aurora ,2154,0.067,75,210,American Amber / Red Ale,16
Lomaland,1495,0.055,30,210,Saison / Farmhouse Ale,16
Fortunate Islands,1494,0.047,46,210,American Pale Wheat Ale,16
Black House,1493,0.058,40,210,American Stout,16
Blazing World,1492,0.065,115,210,American Amber / Red Ale,16
Wapiti Amber Ale,327,0.05,,550,American Amber / Red Ale,12
Sweet Georgia Brown,719,0.054,,515,American Brown Ale,16
Rich Man's IIPA,718,0.087,,515,American Double / Imperial IPA,16
Monkey Paw Oatmeal Pale Ale,717,0.058,,515,American Pale Ale (APA),16
Montauk Summer Ale,1907,0.056,28,277,American Blonde Ale,12
Driftwood Ale,1906,0.06,49,277,Extra Special / Strong Bitter (ESB),12
When Helles Freezes Over,1756,0.056,18,327,Munich Helles Lager,12
Morgan Street Oktoberfest,1617,0.049,24,327,Märzen / Oktoberfest,12
Honey Wheat,1052,0.047,14,327,American Pale Wheat Ale,12
Black Bear Dark Lager,1051,0.046,24,327,Schwarzbier,12
Golden Pilsner,1046,0.05,35,327,German Pilsener,12
Cali Creamin',2413,0.052,21,112,Cream Ale,12
Second Wind Pale Ale,419,0.05,,541,American Pale Ale (APA),12
Sunny Haze,408,0.05,,541,Hefeweizen,12
Towhead,2237,0.052,21,189,American Blonde Ale,12
Lil' Helper,2208,0.07,70,189,American IPA,12
Train Wreck,1952,0.082,,261,American Amber / Red Ale,16
Full Moon Belgian White Ale,768,0.085,,508,Witbier,12
Desert Magic IPA,625,0.072,,508,American IPA,12
Up River Light,326,0.042,,508,Light Lager,12
Full Moon Belgian White Ale (2007),132,0.085,,508,Witbier,12
Dry Heat Hefeweizen (2006),131,0.055,,508,Hefeweizen,12
Mustang Sixty-Six,1598,0.05,,367,American Amber / Red Lager,12
Mustang '33,862,0.04,,367,American Pale Lager,12
Session '33 (2011),699,0.04,,367,American Pale Lager,12
Mustang Golden Ale,421,0.053,10,367,American Blonde Ale,12
Washita Wheat,420,0.053,14,367,American Pale Wheat Ale,12
Gansett Light,2345,0.037,10,144,Light Lager,16
Bohemian Pils,2224,0.052,30,144,American Pilsner,16
Autocrat Coffee Milk Stout,1775,0.053,30,144,Milk / Sweet Stout,16
Narragansett Bohemian Pilsner,1291,0.086,35,144,German Pilsener,16
Narragansett Summer Ale,1093,0.042,24,144,American Pale Wheat Ale,12
Narragansett Cream Ale,580,0.05,22,144,Cream Ale,16
Narragansett Summer Ale,403,0.042,24,144,American Pale Wheat Ale,16
Narragansett Porter,316,0.07,22,144,American Porter,16
Narragansett Bock,315,0.065,32,144,Bock,16
Narragansett Fest Lager,314,0.055,15,144,Märzen / Oktoberfest,16
Undun Blonde Ale,1537,0.053,,388,American Blonde Ale,16
CuDa Cascadian Dark Ale,1536,0.074,,388,American Black Ale,16
Old Grogham Imperial India Pale Ale,1265,0.085,86,388,American Double / Imperial IPA,16
Old Grogham Imperial India Pale Ale (2012),747,0.085,86,388,American Double / Imperial IPA,16
CuDa Cascadian Dark Ale (2012),746,0.074,,388,American Black Ale,16
Undun Blonde Ale (2012),654,0.053,,388,American Blonde Ale,16
Wick For Brains,1705,0.061,11,338,Pumpkin Ale,12
Nebraska India Pale Ale,1148,0.065,65,338,American IPA,12
EOS Hefeweizen,1147,0.048,10,338,Hefeweizen,12
Brunette Nut Brown Ale,1146,0.048,15,338,English Brown Ale,12
Cardinal Pale Ale,1145,0.057,29,338,American Pale Ale (APA),12
County Line IPA,1758,0.066,,326,American IPA,12
Trauger Pilsner,1757,0.048,,326,German Pilsener,12
Slow Ride,2475,0.045,40,83,American IPA,12
Ranger IPA,2230,0.065,70,83,American IPA,12
Shift,1987,0.05,29,83,American Pale Lager,12
1554 Black Lager,1978,0.056,21,83,Euro Dark Lager,12
Blue Paddle,1975,0.048,,83,Czech Pilsener,12
California Route,1737,0.055,,83,American Amber / Red Lager,12
Snapshot,1707,0.052,,83,American Pale Wheat Ale,16
Sunshine Wheat Beer,1690,0.048,,83,American Pale Wheat Ale,12
Fat Tire Amber Ale,1586,0.052,18,83,American Amber / Red Ale,12
Shift (1),952,0.05,29,83,American Pale Lager,12
Fat Tire Amber Ale (2011),748,0.052,18,83,American Amber / Red Ale,12
Shift,578,0.05,29,83,American Pale Lager,16
Ranger IPA,564,0.065,70,83,American IPA,16
Fat Tire Amber Ale,563,0.052,18,83,American Amber / Red Ale,16
Ranger IPA (Current),115,0.065,70,83,American IPA,12
Sunshine Wheat Beer (2009),72,0.048,,83,American Pale Wheat Ale,12
Fat Tire Amber Ale (2008),71,0.052,18,83,American Amber / Red Ale,12
Weiss Trash Culture,1417,0.034,6,411,Berliner Weissbier,12
Sea Hag IPA,885,0.062,,411,American IPA,12
Elm City Pilsner,884,0.05,,411,American Pilsner,12
Atlantic Amber Ale (2004),757,0.05,,411,American Amber / Red Ale,12
668 Neighbor of the Beast12 oz.,568,0.09,,411,Belgian Pale Ale,12
Gandhi-Bot Double IPA (12 oz.),320,0.088,85,411,American Double / Imperial IPA,12
668 Neighbor of the Beast (16 oz.) (2010),43,0.09,,411,Belgian Pale Ale,16
Gandhi-Bot Double IPA (16 oz.) (2010),42,0.088,85,411,American Double / Imperial IPA,16
Elm City Lager (2007),41,0.05,,411,American Pilsner,12
Atlantic Amber Ale (2007),40,0.05,,411,American Amber / Red Ale,12
Sea Hag IPA (Current),39,0.062,,411,American IPA,12
Rebirth Pale Ale,2272,0.05,,175,American Pale Ale (APA),12
Irish Channel Stout,1582,0.068,,175,American Stout,16
MechaHopzilla,1114,0.088,,175,American Double / Imperial IPA,16
Hopitoulas IPA,486,0.065,,175,American IPA,16
NOLA Brown Ale,485,0.039,,175,English Dark Mild Ale,12
NOLA Blonde Ale,484,0.049,,175,American Blonde Ale,12
Skylight,2043,0.056,20,242,Dunkelweizen,12
Kadigan,2042,0.056,30,242,American Blonde Ale,12
Dammit Jim!,2041,0.052,50,242,American Amber / Red Ale,12
Nut Brown Ale,646,0.054,,519,English Brown Ale,12
White Ale,165,0.046,,519,Witbier,12
Cream Ale,2050,0.042,35,239,Cream Ale,12
Green Head IPA,915,0.072,,496,American IPA,12
Plum Island Belgian White,914,0.054,,496,Witbier,12
Newburyport Pale Ale,913,0.055,,496,American Pale Ale (APA),12
Marblehead,1811,0.055,,306,American Amber / Red Ale,16
Jam Session,1622,0.051,31,360,American Pale Ale (APA),16
Hop Drop 'N Roll IPA,1621,0.072,80,360,American IPA,16
Paleo IPA,1307,0.06,,432,English India Pale Ale (IPA),12
Buck Snort Stout,1306,0.061,,432,American Stout,12
Station 33 Firehouse Red,1305,0.055,,432,Irish Red Ale,12
Slimy Pebble Pils,1304,0.045,,432,German Pilsener,12
Get Together,2692,0.045,50,1,American IPA,16
Maggie's Leap,2691,0.049,26,1,Milk / Sweet Stout,16
Wall's End,2690,0.048,19,1,English Brown Ale,16
Pumpion,2689,0.06,38,1,Pumpkin Ale,16
Stronghold,2688,0.06,25,1,American Porter,16
Parapet ESB,2687,0.056,47,1,Extra Special / Strong Bitter (ESB),16
Blue Boots IPA,1854,0.069,,294,American IPA,16
Hoppy Bitch IPA,1227,0.063,,451,American IPA,16
Three Skulls Ale Pale Ale,1226,0.063,42,451,American Pale Ale (APA),16
Walter's Premium Pilsener Beer,541,0.045,,530,German Pilsener,12
Floppin' Crappie,109,0.045,,530,American Pale Wheat Ale,12
Left of the Dial IPA,1917,0.043,,272,American IPA,12
Notch Session Pils,1190,0.04,,272,Czech Pilsener,12
O'Fallon Pumpkin Beer,1264,0.055,,443,Pumpkin Ale,12
5 Day IPA,1258,0.061,66,443,American IPA,12
O'Fallon Wheach,128,0.051,7,443,Fruit / Vegetable Beer,12
Watershed IPA,2331,0.067,70,151,American IPA,12
Oakshire Amber Ale,1669,0.054,24,151,American Amber / Red Ale,12
Overcast Espresso Stout,1668,0.058,27,151,American Stout,12
Watershed IPA (2013),999,0.067,70,151,American IPA,12
Lake Monster,2247,0.082,25,185,Baltic Porter,16
London Homesick Ale,2071,0.049,27,185,English Bitter,12
Luchesa Lager,2070,0.048,35,185,Keller Bier / Zwickel Bier,12
Slow Ride,2069,0.048,35,185,American Pale Ale (APA),12
Occidental Hefeweizen,2192,0.047,,201,American Pale Wheat Ale,16
Occidental Dunkel,1130,0.051,,201,Dunkelweizen,16
Occidental Altbier,1129,0.05,,201,Altbier,16
Occidental Kölsch,1081,0.045,,201,Kölsch,16
Perpetual Darkness,2335,0.092,72,149,Belgian Strong Dark Ale,12
Clan Warrior,2334,0.087,29,149,Scotch Ale / Wee Heavy,12
Psycho Penguin Vanilla Porter,2333,0.054,36,149,American Porter,12
Heliocentric Hefeweizen,1721,0.047,,149,Hefeweizen,12
Ghose Drifter Pale Ale,1720,0.051,,149,American Pale Ale (APA),12
Ghost Rider Pale Ale (2013),1431,0.051,,149,American Pale Ale (APA),12
Helios Hefeweizen (2013),1430,0.047,,149,Hefeweizen,12
The Hole in Hadrian's Wall,1059,0.095,19,472,Scottish Ale,16
33 Select Brown Ale,1058,0.065,26,472,American Brown Ale,16
Midwest Charm Farmhouse Ale,603,0.06,29,472,Saison / Farmhouse Ale,16
Boji Blue Pale Ale,602,0.05,45,472,American Pale Ale (APA),16
Winter Games Select #32 Stout,601,0.057,26,472,American Stout,16
Boji Beach Golden Rye Ale,600,0.05,23,472,Rye Beer,16
Hopsmith Pale Lager,1828,0.06,,302,American Pale Lager,16
Falling Down Brown Ale,1487,0.065,65,302,American Brown Ale,16
Resolution Rye Stout,1486,0.068,,302,American Stout,16
Plowshare Porter,1485,0.055,,302,American Porter,16
Old Forge Pumpkin Ale,1394,0.046,20,302,Pumpkin Ale,16
Endless Sun Ale,1381,0.045,,302,American Pale Wheat Ale,16
Celestial Blonde Ale,900,0.065,,302,American Blonde Ale,16
Overbite IPA,891,0.075,,302,American IPA,16
T-Rail Pale Ale,509,0.055,,302,American Pale Ale (APA),16
Endless Summer Ale (2011),508,0.048,,302,American Pale Wheat Ale,16
Clem's Gold,1530,0.053,,391,American Pale Lager,16
Lizzy's Red,1529,0.055,,391,American Amber / Red Lager,16
Orlison India Pale Lager,1528,0.067,,391,American Pale Lager,16
Brünette,1527,0.042,,391,Euro Dark Lager,16
Havanüther,1526,0.041,,391,Light Lager,16
Lyric Ale,2113,0.065,,217,Saison / Farmhouse Ale,12
Atalanta,2112,0.053,,217,Saison / Farmhouse Ale,12
Pinner Throwback IPA,2302,0.049,35,167,American IPA,12
Centennial State Pale Ale,1883,0.052,,167,American Pale Ale (APA),19.2
Old Chub NITRO,1859,0.08,,167,Scotch Ale / Wee Heavy,16
The CROWLER™,1796,,,167,,32
CAN'D AID Foundation,1790,,,167,,12
Icey.P.A.,1752,,,167,American IPA,16
One Nut Brown,1751,0.05,,167,English Brown Ale,12
Birth IPA,1750,,,167,American IPA,12
Dale's Pale Ale,1444,0.065,65,167,American Pale Ale (APA),12
Dale's Pale Ale,1252,0.065,65,167,American Pale Ale (APA),12
Mama's Little Yella Pils,1167,0.053,35,167,Czech Pilsener,19.2
oSKAr the G'Rauch,993,0.085,,167,American IPA,19.2
oSKAr the G'Rauch,992,0.085,,167,American IPA,16
Dale's Pale Ale,955,0.065,65,167,American Pale Ale (APA),19.2
The Deuce,933,0.07,,167,American Brown Ale,16
Dale's Pale Ale (10 Year Anniversary),892,0.065,65,167,American Pale Ale (APA),12
Dale's Pale Ale (2012),828,0.065,65,167,American Pale Ale (APA),12
Gordon Imperial Red (2010),806,0.087,85,167,American Double / Imperial IPA,12
Dale's Pale Ale (2011),755,0.065,65,167,American Pale Ale (APA),12
Dale's Pale Ale (2010),754,0.065,65,167,American Pale Ale (APA),12
G'KNIGHT (16 oz.),726,0.087,85,167,American Double / Imperial IPA,16
15th Anniversary Abbey Ale (2012),720,0.09,,167,Belgian Dark Ale,16
Chaka,661,0.08,,167,Belgian Strong Pale Ale,16
HGH (Home Grown Hops): Part Duh,585,0.08,70,167,American Strong Ale,12
Deviant Dale's IPA,565,0.08,,167,American Double / Imperial IPA,16
One Hit Wonder,391,0.09,60,167,American Double / Imperial IPA,12
G'KNIGHT (12 oz.),388,0.087,85,167,American Double / Imperial IPA,12
Ten Fidy Imperial Stout,8,0.099,98,167,Russian Imperial Stout,12
Mama's Little Yella Pils,7,0.053,35,167,Czech Pilsener,12
GUBNA Imperial IPA,6,0.099,100,167,American Double / Imperial IPA,12
Old Chub,5,0.08,35,167,Scottish Ale,12
Gordon Ale (2009),4,0.087,85,167,American Double / Imperial IPA,12
Dale's Pale Ale,1,0.065,65,167,American Pale Ale (APA),12
Gordon (2005),805,0.092,85,504,American Double / Imperial IPA,12
Ten Fidy Imperial Stout (2008),804,0.095,98,504,Russian Imperial Stout,12
Ten Fidy Imperial Stout (2007),803,0.099,98,504,Russian Imperial Stout,12
Old Chub (2008),787,0.08,35,504,Scottish Ale,12
Old Chub (2004),786,0.08,35,504,Scottish Ale,12
Old Chub (2003),785,0.08,35,504,Scottish Ale,12
Dale's Pale Ale (2008),745,0.065,65,504,American Pale Ale (APA),12
Dale's Pale Ale (2006),744,0.065,65,504,American Pale Ale (APA),12
Dale's Pale Ale (2004),743,0.065,65,504,American Pale Ale (APA),12
Dale's Pale Ale (2003),742,0.065,65,504,American Pale Ale (APA),12
Dale's Pale Ale (2002),741,0.065,65,504,American Pale Ale (APA),12
Leroy (2005),734,0.052,,504,American Brown Ale,12
Gordon Beer (2006),733,0.087,60,504,American Double / Imperial IPA,12
G'KNIGHT,1533,0.087,85,390,American Double / Imperial IPA,12
Ten Fidy,1532,0.099,98,390,Russian Imperial Stout,12
Deviant Dale's IPA,1328,0.08,85,390,American Double / Imperial IPA,16
Old Chub,1175,0.08,35,390,Scottish Ale,12
Dale's Pale Ale,1166,0.065,65,390,American Pale Ale (APA),19.2
Dale's Pale Ale,1065,0.065,65,390,American Pale Ale (APA),12
Fresh Slice White IPA,1908,0.055,45,276,American White IPA,12
Overgrown American Pale Ale,1946,0.055,55,262,American Pale Ale (APA),12
Ozark American Pale Ale,1961,0.04,39,260,American Pale Ale (APA),12
Hula Hoppie Session IPA,1684,0.048,,342,American IPA,12
Dirty Hippie Dark Wheat,927,0.053,,342,American Dark Wheat Ale,12
Rustic Red,1268,0.052,23,442,Irish Red Ale,16
Stimulator Pale Ale,697,0.053,48,442,American Pale Ale (APA),16
Old Town Ale,696,0.045,22,442,Kölsch,16
Car 21,695,0.044,28,442,English Bitter,16
Cache La Porter,694,0.05,24,442,American Porter,16
Rodeo Rye Pale Ale,1805,0.042,35,308,American Pale Ale (APA),12
Outlaw IPA,1048,0.062,65,308,American IPA,12
North Fork Lager,1043,0.044,,308,American Pale Lager,12
Payette Pale Ale,890,0.048,35,308,American Pale Ale (APA),12
Mutton Buster,775,0.055,25,308,American Brown Ale,12
Side Kick Kölsch,1087,0.05,,469,Kölsch,12
Fresh Cut Pilsner,1931,0.046,,267,American Pilsner,12
Summer Session Ale,1930,0.05,61,267,American Pale Wheat Ale,12
Lobo Lito,2238,0.04,12,188,Light Lager,12
Robert Earl Keen Honey Pils,2144,0.05,17,188,American Pilsner,12
Mound Builder IPA,2175,0.065,77,206,American IPA,12
Amazon Princess IPA,2168,0.062,62,206,American IPA,12
Farmer's Daughter Wheat,1956,0.042,,206,American Pale Wheat Ale,12
People's Pilsner,1794,0.045,,206,German Pilsener,12
Hotbox Brown,2633,0.055,10,14,American Brown Ale,12
Gold,2632,0.048,15,14,American Blonde Ale,12
Black,2631,0.058,,14,American Black Ale,12
98 Problems (Cuz A Hop Ain't One),2630,0.065,65,14,American IPA,12
Veteran’s Pale Ale (VPA),2629,0.05,40,14,American Pale Ale (APA),12
Grapefruit IPA,2628,0.05,35,14,American IPA,12
Pete's ESP Lager (1998),1062,0.051,,471,American Pale Lager,12
Pete's Wicked Summer Brew (1995),1061,0.047,,471,American Pale Wheat Ale,12
Pete's Wicked Bohemian Pilsner (1997),1060,0.049,,471,Czech Pilsener,12
Pete's Wicked Pale Ale (1997),1056,,,471,American Pale Ale (APA),12
Pete's Wicked Summer Brew (2002),1055,0.047,,471,American Pale Wheat Ale,12
Pete's Wicked Summer Brew (1997),1054,0.047,,471,American Pale Wheat Ale,12
Pete's Wicked Summer Brew (1996),1053,0.047,,471,American Pale Wheat Ale,12
Sparkle,2635,0.041,12,12,American Pale Lager,16
North 45 Amber Ale,1404,0.059,25,12,American Amber / Red Ale,16
Horny Monk,1403,0.069,20,12,Dubbel,16
Mind's Eye PA,1402,0.067,74,12,American IPA,16
Camelback,2312,0.061,60,158,American IPA,12
Local 5 Pale Ale,1636,0.056,,356,American Pale Ale (APA),16
Devils Head Red Ale,1518,0.073,,356,American Amber / Red Ale,16
Elephant Rock IPA,1384,0.07,75,356,American IPA,12
Black Bay Milk Stout,1797,0.05,,311,Milk / Sweet Stout,12
Atom Splitter Pale Ale,1437,0.05,,311,American Pale Ale (APA),12
Hot Date Ale,1791,0.06,20,315,Chile Beer,16
Masked Bandit IPA,1540,0.07,,315,American Black Ale,16
Sweet Potato Ale,1491,0.06,24,315,Fruit / Vegetable Beer,16
Float Trip Ale,1335,0.045,18,315,American Blonde Ale,16
Old Tom Porter,847,0.055,25,315,American Porter,16
Black Walnut Wheat,846,0.045,18,315,American Dark Wheat Ale,16
McKinney Eddy Amber Ale,521,0.055,20,315,American Amber / Red Ale,16
Missouri Mule India Pale Ale,479,0.07,70,315,American IPA,16
Blood of the Unicorn,2559,0.065,,53,American Amber / Red Ale,16
GreyBeard™ IPA,1760,0.069,51,325,American IPA,12
Pisgah Pale Ale,1759,0.057,31,325,American Pale Ale (APA),12
PONTO S.I.P.A.,1589,0.045,,371,American IPA,16
Chronic Ale,1457,0.049,,371,American Amber / Red Ale,16
Swami's India Pale Ale,1191,0.068,,371,American IPA,16
New Cleveland Palesner,2336,0.05,,148,American Pilsner,12
Mazzie,2553,0.054,45,56,American Pale Ale (APA),12
Big Chuck Barleywine,1909,0.099,,275,American Barleywine,12
Ponderosa IPA,335,,,549,American IPA,12
Liquid Amber Ale,64,,,549,American Amber / Red Ale,12
Morning Wood Wheat (Current),2360,0.059,14,136,American Pale Wheat Ale,12
Hideout Helles,1463,0.069,17,136,Munich Helles Lager,12
Dead Eye Dunkel,1462,0.06,15,136,Munich Dunkel Lager,12
Peacemaker Pilsner,1461,0.058,21,136,Czech Pilsener,12
Over the Rail Pale Ale,711,0.057,68,136,American Pale Ale (APA),12
Pallavicini Pilsner (2009),188,0.058,21,136,Czech Pilsener,12
Morning Wood Wheat (Current),130,0.059,14,136,American Pale Wheat Ale,12
Pyramid Hefeweizen (2011),399,0.052,18,545,Hefeweizen,12
Haywire Hefeweizen (2010),82,0.052,18,545,Hefeweizen,16
Golden Fleece,2031,0.045,35,247,Belgian Pale Ale,12
Smoking Mirror,2030,0.055,30,247,American Porter,12
Rahr's Blonde,2269,0.046,,177,Munich Helles Lager,12
Pride of Texas Pale Ale,2229,0.058,60,177,American Pale Ale (APA),12
18th Anniversary Gose,2370,0.044,5,129,Gose,12
White (2015),2211,0.046,25,129,Witbier,12
BLAKKR,1861,0.099,85,129,American Black Ale,12
Firemans #4 Blonde Ale (2013),1718,0.051,21,129,American Blonde Ale,12
The Sword Iron Swan Ale,1290,0.059,,129,English Pale Ale,12
Hans' Pils (2015),1091,0.053,52,129,German Pilsener,12
Four Squared (2015),1086,0.06,50,129,American Blonde Ale,12
Firemans #4 Blonde Ale (2015),830,0.051,21,129,American Blonde Ale,12
Watership Brown Ale,1021,0.072,55,476,American Brown Ale,12
Gangway IPA,938,0.062,55,476,American IPA,12
Long Day Lager,715,0.049,,476,Czech Pilsener,12
Farmer's Daughter Blonde,2516,0.051,17,69,American Blonde Ale,16
Pump House IPA,2515,0.055,45,69,American IPA,16
Suicide Blonde IPA,2514,0.07,,69,Belgian IPA,16
Vanilla Porter,2513,0.047,25,69,American Porter,16
Honey Rye,2512,0.058,18,69,Rye Beer,16
Happy Cider,1467,0.055,,404,Cider,16
Long Hammer IPA,945,0.065,44,488,American IPA,16
Long Hammer IPA,583,0.065,44,488,American IPA,12
Copper Hook (2011),339,0.058,27,488,American Amber / Red Ale,12
Nectar of the Hops,1375,0.08,,422,Mead,16
Sunshine Nectar,1374,0.08,,422,Mead,16
Black Raspberry Nectar,1373,0.08,,422,Mead,16
Blood Orange Wit,2087,0.05,16,226,Witbier,16
Consilium,2414,0.05,40,111,American Pale Ale (APA),12
Hammer & Sickle,1581,0.09,60,111,Russian Imperial Stout,12
Redacted Rye IPA,1176,0.07,100,111,American IPA,16
Elevation Triple India Pale Ale,1006,0.099,100,111,American Double / Imperial IPA,12
5:00 O'Clock Afternoon Ale,1005,0.05,25,111,American Blonde Ale,16
Ryeteous Rye IPA (2012),636,0.07,100,111,American IPA,16
Stout Ol' Friend,1538,0.064,,387,American Stout,16
Stout Ol' Friend (2012),1075,0.064,,387,American Stout,16
Rye Porter,710,,,387,American Porter,16
Miner's Gold,709,0.05,,387,American Blonde Ale,16
Vienna Lager,708,0.046,,387,Vienna Lager,16
Jessie's Garage,706,0.056,,387,American Pale Ale (APA),16
Colorado Red Ale,220,0.062,,387,American Amber / Red Ale,12
Miner's Gold,219,,,387,American Blonde Ale,12
Fist City,2576,0.055,40,45,American Pale Ale (APA),12
A Little Crazy,1133,0.068,,45,Belgian Pale Ale,12
Rosa Hibiscus Ale,609,0.058,15,45,Herbed / Spiced Beer,12
Fistmas Ale,418,0.061,31,45,Herbed / Spiced Beer,12
Oktoberfest Revolution,417,0.057,25,45,Märzen / Oktoberfest,12
Eugene Porter,416,0.068,28,45,American Porter,12
Anti-Hero IPA,415,0.065,70,45,American IPA,12
Bottom Up Belgian Wit,414,0.05,14,45,Witbier,12
Hustle,2452,0.057,42,94,American Amber / Red Ale,12
Pure Fury,2451,0.055,42,94,American Pale Ale (APA),12
Dad,2132,0.06,60,94,American Amber / Red Ale,12
Panther,1993,0.058,35,94,American Porter,12
Franz,1992,0.052,21,94,Märzen / Oktoberfest,12
Zen,1935,0.043,45,94,American Pale Ale (APA),12
Truth,1852,0.072,75,94,American IPA,12
Cougar,1851,0.048,25,94,American Blonde Ale,12
Smooth Operator,2307,0.038,,163,Cream Ale,16
Gose,2580,0.035,,43,Gose,16
Maine Island Trail Ale,1807,0.043,,43,American Pale Ale (APA),16
River North White Ale,1180,0.05,,460,Witbier,16
River North Ale,1179,0.05,,460,American Amber / Red Ale,16
Lil SIPA,1771,0.05,55,322,American IPA,16
Hop Bomber Rye Pale Ale,1654,0.055,60,322,American Pale Ale (APA),16
Jah Mon,2579,0.05,100,44,American IPA,12
Oktoberfest,2373,0.062,,44,Märzen / Oktoberfest,12
Headless Wylie,2049,0.08,,44,Pumpkin Ale,12
Dayman IPA,2048,0.05,,44,American IPA,12
All Aboard! Anniversary Stout,1880,0.071,,44,Oatmeal Stout,12
Hop Lace,1879,0.062,,44,American White IPA,12
OH-PA Session Pale Ale,1878,0.048,,44,American Pale Ale (APA),12
Patrick's Poison,1877,0.08,,44,American Amber / Red Ale,12
Rudolph's Red,1764,0.081,,44,American Amber / Red Ale,12
Babbling Blonde,1103,0.053,,44,American Blonde Ale,12
Maxwell's Scottish Ale,1102,0.051,,44,Scottish Ale,12
Grateful White,1101,0.061,,44,Witbier,12
RT Lager,1100,0.055,,44,American Amber / Red Lager,12
Old Wylie's IPA,1099,0.062,,44,American IPA,12
Hala Kahiki Pineapple Beer,1098,0.048,,44,Fruit / Vegetable Beer,12
Track 1 Amber Lager,1330,0.045,,428,American Amber / Red Lager,16
Pine Knob Pilsner,2074,0.053,,230,Czech Pilsener,16
Cal and Co. Black Cherry Porter,1724,,,230,American Porter,16
Lazy Daze Lager,1280,0.055,,230,American Adjunct Lager,16
Rochester Red Ale,899,0.059,,230,American Amber / Red Ale,16
Milkshake Stout,363,0.05,,230,Milk / Sweet Stout,16
Cornerstone IPA,158,0.07,,230,American IPA,16
Lazy Daze Lager,97,0.055,,230,American Adjunct Lager,12
Rogue American Amber Ale,1860,0.051,,290,American Amber / Red Ale,16
12th Round,1577,0.076,78,377,American Strong Ale,16
RoughTail IPA,1576,0.07,80,377,American IPA,16
Polar Night Stout,1575,0.08,,377,American Stout,16
