id,Sex,Diameter,Length,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
12534,M,0.8875,1.1125,0.3125,14.968536,6.066793,3.24601775,3.96893,8
12535,M,1.375,1.7375,0.4875,53.4388075,19.447757,13.96212875,16.59863225,16
12536,I,1.075,1.3875,0.3375,22.04173625,12.34620725,4.91863825,6.3786375,9
12537,M,1.1625,1.4375,0.4625,26.2799865,9.36950975,5.11708475,10.20582,14
12538,F,1.375,1.675,0.5,39.745999,16.23008875,9.08601475,13.324265,9
12539,M,0.9375,1.175,0.2875,15.762322,5.273007,4.025629,5.5281525,12
12540,F,1.125,1.3375,0.325,19.447757,8.43397625,5.10291,5.8116475,9
12541,F,1.375,1.7125,0.5,50.6605565,17.10892325,10.39009175,13.42348825,11
12542,M,1.4125,1.6875,0.4125,50.766187,20.05727125,10.67358675,12.8990225,11
12543,F,1.3,1.6625,0.3875,39.745999,19.6462035,7.41339425,10.3475675,11
12544,M,1.15,1.425,0.425,27.93843225,12.1619355,6.010094,7.37087,11
12545,I,0.9625,1.2625,0.2875,17.7184375,8.51902475,3.3735905,4.35164825,6
12546,F,1.4125,1.8,0.5125,50.2636635,19.26348525,11.9918385,14.5999925,15
12547,M,1.0125,1.3,0.325,19.85882475,7.78193775,5.1312595,5.6699,13
12548,I,0.65,0.8375,0.1875,5.2446575,1.757669,1.13398,1.5592225,4
12549,F,1.2625,1.65,0.4125,38.6403685,18.86659225,8.26387925,10.77281,10
12550,M,1,1.3,0.3375,18.92329125,7.257472,4.422522,5.17378375,10
12551,I,0.8625,1.1125,0.2875,11.7083435,4.89028875,2.2963095,3.685435,8
12552,F,1.25,1.5625,0.4125,32.04910975,14.21727425,6.42116175,10.0640725,12
12553,M,1.075,1.375,0.3,20.0430965,9.82310175,4.40834725,6.19436575,9
12554,M,1.0625,1.375,0.3625,24.6357155,12.28950825,4.309124,6.9456275,10
12555,M,1.075,1.4,0.375,23.6151335,9.62465525,4.025629,7.654365,10
12556,F,1.175,1.5125,0.4125,30.80173175,13.2959155,6.81805475,8.788345,13
12557,M,1.175,1.5,0.4375,31.22697425,13.60776,6.78970525,8.788345,8
12558,M,1,1.2875,0.35,17.95940825,8.85921875,4.422522,5.03203625,10
12559,M,1.125,1.45,0.3375,24.67823975,11.4815475,5.99591925,6.23689,10
12560,F,0.7125,0.875,0.2,6.53455975,2.65067825,1.31825175,1.984465,6
12561,M,1.0625,1.325,0.3125,23.700182,9.8372765,4.3941725,6.80388,9
12562,I,1.0125,1.325,0.3,19.85882475,9.525432,4.01145425,5.953395,9
12563,M,1.2125,1.55,0.45,38.0733785,15.32290475,9.6104805,9.7805775,10
12564,M,1.15,1.525,0.4375,32.89959475,16.0174675,7.01650125,7.5126175,10
12565,M,0.975,1.2625,0.35,18.14368,7.6260155,3.86970675,5.2446575,10
12566,M,1.075,1.375,0.3625,22.75047375,9.922325,5.556502,7.2291225,7
12567,I,0.6625,0.9125,0.2125,5.17378375,2.0128145,1.09145575,1.70097,6
12568,I,0.7875,1.0125,0.2125,10.262519,4.9611625,1.80019325,2.9766975,7
12569,I,0.8875,1.175,0.2375,10.1774705,5.499803,2.22543575,2.83495,8
12570,I,0.8875,1.1,0.3,15.9607685,7.3425205,3.3735905,3.96893,7
12571,I,0.2375,0.3,0.0875,0.41106775,0.18427175,0.09922325,0.1417475,4
12572,F,1.3125,1.625,0.4625,41.31939625,16.48523425,9.73805325,12.3320325,11
12573,F,1,1.25,0.3125,19.09338825,9.87980075,4.139027,4.6776675,7
12574,F,1.4125,1.7625,0.45,44.80638475,20.68096025,11.55242125,14.17475,12
12575,M,1.075,1.425,0.3625,22.736299,10.5176645,5.8683465,6.0951425,11
12576,I,1,1.275,0.35,21.75824125,7.824462,4.3374735,5.953395,10
12577,M,1.2375,1.5,0.4,35.19590425,17.70426275,7.41339425,8.50485,9
12578,M,0.9875,1.2875,0.35,17.179797,7.3425205,4.252425,6.0951425,10
12579,F,1.3125,1.675,0.45,43.02036625,20.45416425,8.448151,11.623295,11
12580,I,0.4625,0.6,0.1625,2.0128145,0.86465975,0.46776675,0.56699,6
12581,F,1.1625,1.525,0.3125,26.705229,11.736693,6.010094,7.087375,10
12582,I,0.775,1.0375,0.2875,10.27669375,3.40194,2.16873675,2.5798045,8
12583,M,0.875,1.1375,0.3375,16.51358375,6.406987,3.4869885,7.7961125,13
12584,M,1.3125,1.6625,0.4625,36.7693015,14.21727425,8.43397625,10.02154825,10
12585,M,1.175,1.45,0.3875,27.499015,11.1413535,4.6209685,7.5126175,10
12586,F,1.2,1.55,0.4125,33.38153625,13.6928085,8.051258,9.922325,9
12587,F,1.1125,1.45,0.3875,29.199985,12.133586,7.38504475,7.654365,16
12588,I,0.5375,0.7,0.1625,2.2963095,0.75126175,0.63786375,0.7654365,5
12589,I,0.7875,1.0625,0.25,9.25611175,4.55009475,2.0128145,2.76407625,7
12590,I,0.675,0.95,0.2,6.6054335,3.55786225,1.54504775,1.984465,6
12591,M,1.125,1.4625,0.375,27.51318975,11.4248485,6.67630725,8.221355,12
12592,F,0.9875,1.2625,0.3125,16.3576615,8.63242275,3.64291075,4.195726,10
12593,I,0.975,1.3125,0.3125,16.953001,7.04485075,3.04757125,4.9611625,8
12594,F,0.725,0.975,0.2125,6.44951125,2.70737725,1.63009625,2.4097075,7
12595,I,0.525,0.7375,0.2125,2.721552,1.0489315,0.56699,0.850485,5
12596,I,0.8125,1.125,0.275,12.0485375,4.37999775,2.0695135,4.1106775,9
12597,F,1.0125,1.2625,0.375,19.06503875,6.973977,3.3735905,6.0951425,11
12598,M,0.975,1.2375,0.35,16.9246515,7.1157245,3.7137845,4.9611625,8
12599,M,1.2125,1.5625,0.4125,33.52328375,18.9091165,6.8889285,8.0796075,11
12600,M,1.2625,1.7,0.4,38.8671645,17.56251525,8.221355,10.0640725,11
12601,I,0.8125,1.025,0.2875,10.0073735,4.43669675,2.08368825,2.83495,10
12602,F,0.9375,1.25,0.3125,15.5071765,6.13766675,3.41611475,4.819415,9
12603,I,0.9875,1.2375,0.3125,15.195332,6.13766675,4.252425,4.592619,8
12604,M,1.2,1.5625,0.4375,34.7848365,14.5999925,7.3992195,10.70193625,11
12605,I,0.625,0.8375,0.2,4.819415,1.85689225,1.3324265,1.417475,6
12606,M,1.25,1.5125,0.3875,34.7848365,15.8473705,7.9662095,9.99319875,10
12607,I,0.8375,1.125,0.325,13.08329425,6.066793,2.8066005,3.8271825,8
12608,M,1.0625,1.4,0.4,23.17571625,10.546014,5.23048275,7.37087,15
12609,I,0.5625,0.8125,0.1875,4.91863825,2.154562,1.00640725,1.417475,5
12610,M,1.2375,1.625,0.45,37.1094955,16.6411565,9.22776225,10.3475675,11
12611,I,0.8875,1.1,0.2625,12.60135275,5.06038575,2.8066005,3.96893,8
12612,M,1.1875,1.5375,0.4,30.51823675,13.891255,6.2652395,7.654365,11
12613,M,0.8875,1.1125,0.2875,12.54465375,4.57844425,2.82077525,3.78465825,9
12614,I,0.6875,0.925,0.25,6.08096775,2.721552,1.31825175,2.08368825,6
12615,F,1.1625,1.5,0.425,32.16250775,12.927372,7.52679225,9.2135875,14
12616,F,0.95,1.225,0.3375,19.17843675,9.015141,3.9972795,4.9611625,8
12617,I,0.3625,0.475,0.1125,0.89300925,0.29766975,0.18427175,0.35436875,5
12618,M,1.225,1.55,0.4,31.1561005,14.84096325,7.200773,8.6465975,11
12619,M,1.1875,1.55,0.4125,24.9192105,8.77417025,5.03203625,7.087375,12
12620,F,0.8875,1.1375,0.3125,12.984071,5.953395,2.4664065,3.5436875,9
12621,F,1.1375,1.4,0.4,26.988724,12.77144975,6.67630725,7.7961125,10
12622,I,0.65,0.8375,0.2,5.31553125,2.05533875,1.2757275,1.70097,7
12623,I,0.3875,0.5125,0.1375,1.6726205,0.60951425,0.2551455,0.43941725,4
12624,M,1,1.3,0.3125,17.98775775,6.4920355,4.252425,5.2446575,9
12625,M,1.275,1.4625,0.4375,37.32211675,15.06775925,7.2858215,11.623295,13
12626,M,1.1,1.375,0.3875,25.51455,13.947954,4.932813,6.80388,10
12627,M,1.175,1.4375,0.375,33.12639075,15.80484625,7.41339425,8.7032965,9
12628,M,1.2875,1.5875,0.4125,36.514156,16.386011,8.6465975,8.9300925,10
12629,M,1.2125,1.525,0.3375,31.79396425,16.48523425,6.87475375,8.9300925,8
12630,F,1.35,1.6125,0.4375,41.23434775,16.59863225,8.845044,10.61688775,10
12631,I,0.775,1.0125,0.275,10.27669375,4.932813,2.36718325,3.5436875,8
12632,M,1.2375,1.625,0.3875,34.6147395,16.8112535,8.674947,7.5126175,11
12633,M,0.825,1.075,0.35,10.44679075,4.7343665,2.48058125,2.9766975,13
12634,M,1.2375,1.5125,0.4375,32.89959475,13.31009025,7.01650125,9.4970825,10
12635,F,1.1,1.4125,0.4,24.323871,8.221355,4.57844425,7.7961125,16
12636,I,0.725,0.95,0.25,8.107957,3.69960975,1.587572,2.551455,7
12637,F,1.3,1.6875,0.4375,41.8722115,17.73261225,8.37727725,11.509897,12
12638,F,0.9625,1.275,0.3,18.27125275,8.71747125,3.86970675,4.2807745,8
12639,M,1.2,1.5625,0.3875,30.900955,13.93377925,7.35669525,8.0796075,9
12640,I,0.3625,0.5125,0.1125,1.020582,0.35436875,0.226796,0.283495,4
12641,M,1.3375,1.6375,0.4375,41.4753185,18.49804875,8.49067525,11.963489,14
12642,I,0.4625,0.6125,0.1625,2.2396105,0.963883,0.396893,0.7087375,6
12643,I,0.675,0.9,0.25,5.556502,2.0128145,1.65844575,1.814368,6
12644,F,1.1625,1.475,0.375,29.48348,14.92601175,6.010094,7.5126175,11
12645,I,0.6875,0.8625,0.2625,6.44951125,2.65067825,1.48834875,1.984465,7
12646,I,1,1.25,0.325,15.88989475,7.10154975,3.3735905,4.932813,9
12647,M,1.1375,1.375,0.4125,26.2232875,10.77281,6.0384435,7.83863675,8
12648,M,1.0875,1.375,0.4,22.66542525,9.48290775,3.95475525,6.23689,15
12649,F,1.2,1.5125,0.375,34.5425055,16.896302,7.314171,8.6465975,13
12650,M,0.85,1.15,0.3125,12.43125575,5.896696,2.45223175,3.5436875,11
12651,F,1.15,1.45,0.4125,28.10852925,13.99047825,6.860579,7.93786,10
12652,M,1.375,1.725,0.4625,49.0871593,18.83824275,11.283101,17.57669,20
12653,I,0.375,0.5375,0.1375,1.304077,0.46776675,0.35436875,0.35436875,4
12654,M,0.95,1.25,0.35,18.75319425,5.74077375,4.479221,5.386405,10
12655,M,1.2125,1.575,0.375,33.40988575,10.73028575,6.67630725,10.0640725,14
12656,F,1.0625,1.2875,0.4,21.87163925,9.99319875,4.422522,7.2291225,8
12657,F,1.075,1.375,0.3625,23.62930825,10.47514025,5.7549485,6.0951425,9
12658,M,1.1375,1.45,0.3625,25.7696955,10.87203325,6.406987,7.654365,9
12659,I,0.9375,1.1875,0.3375,13.437663,4.6776675,2.4097075,4.819415,13
12660,M,1.375,1.7625,0.45,47.10269425,22.736299,10.19164525,12.3320325,11
12661,F,1.0375,1.3,0.3375,23.28911425,6.78970525,4.86193925,7.7961125,15
12662,F,1.15,1.45,0.375,23.88445375,11.75086775,5.42892925,6.23689,9
12663,M,1.125,1.4,0.4375,26.0531905,10.90038275,5.5281525,8.0796075,11
12664,M,0.6625,0.9125,0.2,6.066793,2.721552,1.51669825,2.551455,9
12665,I,0.625,0.875,0.2375,4.80524025,2.2963095,1.304077,1.360776,6
12666,I,0.9125,1.175,0.275,12.47378,5.57067675,2.96252275,4.252425,8
12667,F,1.15,1.45,0.375,26.08154,12.2753335,6.80388,7.2291225,9
12668,F,1.0375,1.375,0.4,19.901349,8.71747125,4.46504625,6.23689,10
12669,F,1.3625,1.7625,0.425,44.15434625,19.6462035,11.43902325,11.7650425,10
12670,I,0.675,0.9,0.2125,5.91087075,2.211261,1.6726205,1.984465,7
12671,F,0.9625,1.2875,0.2875,18.12950525,8.63242275,3.231843,4.9611625,9
12672,I,0.65,0.875,0.2,5.6699,2.1829115,1.360776,1.984465,6
12673,I,1.05,1.35,0.325,19.06503875,8.88756825,3.50116325,5.10291,10
12674,F,1.3375,1.7,0.4375,45.5576465,20.53921275,10.9145575,13.324265,12
12675,I,1.075,1.475,0.3125,22.736299,10.16329575,5.556502,5.8683465,10
12676,M,1.3125,1.6375,0.45,38.612019,17.93105875,8.63242275,11.4815475,10
12677,F,0.875,1.175,0.2875,13.50853675,5.443104,3.30271675,3.75630875,8
12678,I,0.375,0.4875,0.125,1.80019325,0.75126175,0.26932025,0.56699,3
12679,M,1.3625,1.7625,0.5125,49.34230475,14.911837,8.4198015,20.5533875,17
12680,M,1.1625,1.4,0.3875,26.01066625,11.35397475,6.08096775,7.37087,8
12681,I,0.8625,1.05,0.275,10.27669375,3.798833,1.70097,3.118445,8
12682,F,1.1625,1.4375,0.4,26.40755925,9.865626,6.293589,7.37087,14
12683,M,0.725,0.9625,0.225,7.10154975,3.061746,1.7293195,2.26796,8
12684,M,1.2625,1.6,0.4125,37.1094955,20.2131935,7.98038425,9.2135875,11
12685,F,1.1125,1.4,0.4,25.58542375,9.2702865,5.62737575,7.37087,11
12686,F,1.2125,1.575,0.4375,34.7848365,17.33571925,7.654365,8.3631025,9
12687,M,1.375,1.7125,0.5125,51.5110415,23.09066775,9.695529,13.56523575,9
12688,I,0.625,0.8125,0.2125,4.12485225,1.71514475,0.97805775,1.2757275,8
12689,I,1.025,1.3,0.325,18.01610725,8.00873375,3.515338,5.953395,8
12690,M,1.0625,1.325,0.325,22.66542525,9.56795625,4.3374735,6.3786375,8
12691,I,1.0125,1.3,0.3625,22.1976585,14.5999925,4.63514325,5.386405,8
12692,M,1.0625,1.35,0.375,26.535132,13.097469,5.6699,6.520385,9
12693,M,1.425,1.7375,0.5,50.6605565,21.92833825,11.58077075,14.17475,9
12694,M,1.1875,1.4875,0.375,29.199985,13.210867,6.2652395,8.3631025,9
12695,I,0.8375,1.0625,0.2625,12.68640125,6.16601625,2.2963095,3.5436875,8
12696,I,0.725,0.925,0.2125,6.0951425,2.721552,1.31825175,1.984465,6
12697,F,1.075,1.375,0.375,24.87668625,9.6671795,4.649318,7.087375,15
12698,I,0.8625,1.1,0.2875,11.7083435,5.71242425,2.36718325,3.13261975,7
12699,M,1.3125,1.675,0.45,43.1195895,18.38465075,8.60407325,12.6155275,10
12700,I,0.9375,1.175,0.3125,15.74814725,6.350288,3.061746,5.2446575,6
12701,I,0.2625,0.4,0.0875,0.66621325,0.1417475,0.09922325,0.1417475,5
12702,F,1.3375,1.75,0.425,46.096287,24.70658925,9.241937,11.0846545,11
12703,M,1.25,1.6,0.4875,43.2329875,18.5122235,10.4609655,13.7495075,17
12704,F,1.1625,1.4875,0.4125,31.19862475,13.8062065,7.04485075,9.4970825,12
12705,F,1.1625,1.475,0.3625,29.44095575,11.679994,6.3786375,9.7805775,14
12706,I,0.925,1.175,0.3,15.2236815,8.12213175,2.96252275,4.252425,7
12707,M,1.0625,1.4625,0.35,22.92057075,10.035723,3.95475525,7.087375,9
12708,I,1.0625,1.375,0.3625,22.1976585,9.2135875,4.025629,6.520385,9
12709,M,1.15,1.475,0.4625,36.117263,12.6155275,7.257472,10.77281,12
12710,F,1.425,1.8,0.5,51.199197,23.40251225,10.70193625,13.60776,10
12711,I,1.125,1.5,0.375,26.18076325,12.26115875,5.499803,6.80388,8
12712,I,0.775,0.9875,0.25,7.44174375,3.1467945,1.99863975,2.551455,8
12713,I,0.5375,0.7,0.15,2.62232875,1.37495075,0.623689,0.9922325,5
12714,F,1.325,1.725,0.45,40.7382315,19.5895045,9.525432,12.5021295,11
12715,I,0.9,1.2,0.3,14.41572075,6.73300625,2.8066005,3.96893,7
12716,M,1.125,1.45,0.425,27.5273645,12.587178,5.74077375,9.07184,11
12717,F,1.225,1.5625,0.3875,35.81959325,17.4349425,8.60407325,8.9300925,9
12718,I,1.075,1.475,0.3375,23.586784,11.07047975,4.649318,6.80388,8
12719,F,1.4375,1.8,0.5375,54.090846,23.94115275,13.8062065,16.59863225,11
12720,I,0.775,1,0.25,8.12213175,3.458639,1.70097,3.005047,7
12721,I,1.0875,1.3625,0.3125,17.02387475,7.5126175,3.98310475,5.2446575,9
12722,I,0.75,0.975,0.2375,9.73805325,4.57844425,1.77184375,2.26796,7
12723,I,0.375,0.5,0.1,1.077281,0.510291,0.3118445,0.3685435,5
12724,I,0.75,1.025,0.25,8.77417025,3.41611475,1.587572,2.65067825,9
12725,M,1.4125,1.7375,0.4625,49.34230475,22.6796,10.24834425,13.324265,18
12726,M,1.25,1.6,0.525,48.23667425,16.3576615,10.10659675,18.6256215,16
12727,M,1.225,1.5,0.425,32.31843,11.69416875,6.81805475,10.489315,17
12728,I,0.5125,0.7,0.1625,2.59397925,1.34660125,0.5386405,0.850485,5
12729,M,0.875,1.1125,0.275,12.68640125,5.386405,2.8066005,3.685435,10
12730,F,1.25,1.625,0.4375,37.32211675,19.6462035,7.41339425,10.489315,13
12731,M,1.025,1.325,0.325,21.41804725,9.48290775,4.3941725,7.087375,9
12732,M,1.375,1.775,0.4375,53.070264,26.9036755,10.95708175,12.190285,11
12733,I,0.4625,0.6375,0.1625,2.45223175,1.1056305,0.5953395,0.7087375,6
12734,F,1.05,1.3375,0.3625,21.885814,9.808927,4.57844425,6.9456275,9
12735,M,1.3125,1.6375,0.45,38.68289275,15.989118,9.015141,11.4815475,10
12736,I,0.5375,0.7,0.175,3.4302895,1.54504775,0.32601925,0.9922325,6
12737,M,1.1875,1.5125,0.425,32.034935,14.89766225,6.690482,8.71747125,9
12738,F,0.775,1.0125,0.2625,11.793392,4.6776675,2.59397925,3.5436875,10
12739,I,0.775,1.1,0.25,8.77417025,3.458639,1.644271,2.6932025,6
12740,M,0.8375,1.0875,0.35,12.6722265,4.53592,2.4664065,3.40194,10
12741,F,0.975,1.25,0.35,17.7184375,6.3219385,3.7137845,6.80388,15
12742,I,0.575,0.7875,0.1875,5.1312595,2.494756,1.13398,1.28990225,6
12743,M,1.1625,1.4125,0.3625,24.38057,9.48290775,5.48562825,7.7961125,10
12744,I,0.675,0.9375,0.225,6.2085405,2.82077525,1.11980525,1.984465,6
12745,I,0.475,0.625,0.1625,2.16873675,0.963883,0.29766975,0.60951425,5
12746,F,1.25,1.625,0.4375,35.22425375,17.70426275,7.86698625,9.4970825,11
12747,M,1.125,1.4,0.375,24.720764,10.61688775,5.8683465,7.2291225,10
12748,I,0.625,0.85,0.1875,5.3013565,1.97029025,1.247378,1.2757275,7
12749,I,0.7875,1.0625,0.275,9.979024,4.46504625,2.381358,2.6932025,7
12750,F,1,1.3625,0.3875,26.03901575,7.7961125,6.0384435,9.4970825,19
12751,F,1.125,1.4625,0.45,32.4601775,11.15552825,6.8322295,8.788345,15
12752,M,0.8875,1.1875,0.2625,14.81261375,6.0951425,3.061746,3.685435,7
12753,M,1.2,1.55,0.375,31.581343,14.7133905,7.5126175,8.0796075,10
12754,F,0.8625,1.1,0.2625,11.169703,4.706017,2.4097075,3.8271825,10
12755,F,1.2125,1.525,0.4125,33.83512825,14.6566915,7.654365,8.80251975,10
12756,F,0.9625,1.2875,0.325,19.85882475,11.679994,3.64291075,4.53592,8
12757,M,1.2125,1.45,0.35,26.2232875,10.77281,6.5487345,7.7961125,9
12758,M,1.1875,1.5375,0.4,31.581343,14.1464005,6.22271525,8.7032965,11
12759,I,0.5125,0.6875,0.2,2.96252275,1.17650425,0.623689,0.907184,5
12760,F,1.2875,1.5875,0.4625,37.7331845,18.9091165,8.051258,10.6310625,10
12761,M,1.125,1.4375,0.3875,26.12406425,10.47514025,6.78970525,7.49844275,9
12762,M,0.8875,1.1875,0.3,13.04077,5.6699,3.2034935,3.8271825,9
12763,I,0.725,0.925,0.2125,7.2858215,3.01922175,1.63009625,1.7293195,6
12764,F,1.1125,1.4125,0.4125,23.3883375,10.149121,4.649318,6.3786375,12
12765,M,1.1125,1.475,0.4,24.5790165,11.35397475,4.89028875,6.80388,9
12766,I,0.9,1.175,0.3,12.757275,3.912231,2.53728025,3.96893,7
12767,M,0.875,1.1625,0.3,13.664459,5.8116475,3.061746,4.53592,8
12768,M,1.1875,1.5375,0.3875,31.51046925,14.33067225,7.881161,7.37087,9
12769,M,1.225,1.55,0.4,33.04134225,16.896302,8.77417025,7.5126175,9
12770,M,1.25,1.6125,0.375,36.04638925,16.74037975,5.57067675,10.19164525,9
12771,I,0.3125,0.4375,0.1125,0.66621325,0.21262125,0.1417475,0.226796,7
12772,F,1.225,1.575,0.4625,30.83008125,13.2959155,6.123492,9.922325,9
12773,F,1.3375,1.7125,0.4375,44.0834725,17.70426275,10.36174225,11.623295,10
12774,F,0.9375,1.1875,0.3,16.1308655,6.50621025,3.33106625,5.2446575,15
12775,I,0.375,0.525,0.1125,1.304077,0.5386405,0.18427175,0.3685435,4
12776,I,0.9,1.15,0.3,11.38232425,5.6415505,2.4664065,3.118445,8
12777,I,1.125,1.425,0.325,24.28134675,11.396499,4.97533725,7.5126175,8
12778,F,1.1,1.425,0.3875,29.993771,12.417081,6.39281225,9.07184,9
12779,M,1.1,1.4,0.35,23.6151335,11.113004,4.89028875,6.73300625,8
12780,M,1.2125,1.525,0.4125,28.64716975,13.1825175,6.690482,8.15048125,9
12781,M,1.1,1.4,0.3625,26.2232875,12.40290625,4.3374735,7.5126175,8
12782,F,1.3125,1.675,0.425,42.2124055,11.9351395,8.4198015,12.3320325,23
12783,M,0.75,0.9625,0.225,8.88756825,3.1467945,1.7293195,2.5798045,8
12784,I,0.5875,0.825,0.1875,4.20990075,1.984465,0.94970825,1.20485375,7
12785,I,0.9,1.15,0.2875,14.5999925,6.973977,3.118445,3.685435,7
12786,F,1.225,1.5625,0.4625,37.9032815,15.2803805,9.39785925,9.7805775,10
12787,F,0.9375,1.175,0.35,13.11164375,5.953395,3.47281375,4.1106775,9
12788,I,0.85,1.0375,0.2125,10.5743635,4.9611625,2.14038725,3.2601925,7
12789,M,0.9375,1.2,0.325,15.74814725,6.56290925,4.15320175,6.520385,9
12790,F,1.125,1.475,0.3875,28.0943545,13.53688625,4.932813,8.3631025,15
12791,M,1.2375,1.5625,0.4125,29.44095575,11.736693,4.89028875,9.922325,22
12792,M,1.075,1.325,0.375,22.97726975,8.845044,4.86193925,6.80388,9
12793,F,1.1875,1.5375,0.3625,27.1304715,12.8990225,5.03203625,7.654365,10
12794,F,1.2,1.4875,0.4,28.8314415,12.00601325,6.350288,7.5126175,9
12795,M,1.25,1.575,0.475,33.792604,13.79203175,7.314171,10.489315,12
12796,M,1.2125,1.5125,0.4125,28.73221825,10.70193625,4.89028875,11.623295,13
12797,M,0.7625,1.0625,0.3,10.7444605,4.6776675,2.22543575,2.83495,9
12798,M,1.2125,1.6125,0.375,36.3724085,15.762322,8.46232575,9.7805775,8
12799,F,0.9625,1.2375,0.325,18.71067,8.09378225,3.7137845,4.9611625,9
12800,F,1.0125,1.2875,0.5,26.365035,9.87980075,5.8683465,8.9300925,14
12801,I,0.5875,0.825,0.175,4.6209685,2.48058125,0.963883,1.2757275,6
12802,F,1.175,1.525,0.4375,30.94347925,14.004653,7.6260155,8.788345,11
12803,M,0.975,1.2125,0.35,14.5999925,4.83358975,3.2034935,5.2446575,9
12804,M,0.9,1.1625,0.3,12.4454305,5.6982495,2.99087225,3.96893,9
12805,F,1.275,1.625,0.475,34.91240925,12.60135275,6.747181,11.90679,21
12806,M,1,1.2875,0.3125,20.28406725,8.63242275,4.5075705,5.783298,10
12807,F,1.125,1.4625,0.375,22.52367775,10.87203325,5.17378375,6.6621325,8
12808,F,0.85,1.1,0.2625,11.5382465,4.0539785,2.84912475,3.685435,12
12809,I,0.8375,1.125,0.2875,10.886208,4.03980375,2.08368825,3.118445,9
12810,F,1.125,1.5,0.4,31.19862475,15.35125425,6.05261825,6.9456275,12
12811,F,1.325,1.775,0.5,51.5110415,22.6512505,12.47378,14.061352,11
12812,M,0.75,0.9625,0.225,8.5898985,3.458639,1.8994165,2.4097075,9
12813,I,0.4875,0.6,0.1625,1.88524175,0.7654365,0.3685435,0.510291,5
12814,I,0.5125,0.725,0.1875,3.30271675,1.360776,0.510291,0.9922325,5
12815,F,1.075,1.425,0.3875,24.720764,12.82814875,4.706017,6.23689,11
12816,F,1.125,1.4375,0.4875,27.79668475,9.4403835,5.8683465,8.9300925,16
12817,M,1.0875,1.375,0.35,19.17843675,8.3631025,4.94698775,5.5281525,9
12818,I,0.8375,1.125,0.275,11.12717875,5.329706,2.45223175,3.5436875,8
12819,I,0.85,1.15,0.2625,11.9351395,4.479221,2.3530085,3.40194,7
12820,F,1.2125,1.575,0.4625,41.80133775,16.48523425,8.77417025,13.04077,11
12821,I,0.625,0.8375,0.175,4.9611625,1.85689225,1.077281,1.5592225,6
12822,M,1.0875,1.425,0.375,28.42037375,12.37455675,6.59125875,7.2291225,8
12823,I,0.925,1.175,0.2625,14.571643,6.0384435,2.948348,3.6570855,8
12824,M,1.1375,1.4625,0.4375,29.1716355,10.95708175,6.180191,10.20582,14
12825,M,1.05,1.3875,0.375,20.921931,9.87980075,4.01145425,5.953395,13
12826,I,0.9125,1.175,0.325,13.53688625,5.953395,2.5231055,4.1106775,8
12827,I,0.8,1.1125,0.3125,14.69921575,7.540967,2.891649,4.3941725,8
12828,F,1.2375,1.5,0.4375,34.6714385,14.4298955,8.674947,9.63883,16
12829,F,0.95,1.2375,0.325,15.74814725,7.29999625,3.35941575,4.6776675,9
12830,F,0.6875,0.875,0.2375,6.50621025,2.9199985,1.63009625,2.1262125,9
12831,F,1.2625,1.6125,0.4625,40.92250325,13.67863375,10.87203325,12.5021295,13
12832,I,1.1625,1.4375,0.4125,27.91008275,12.8990225,5.8683465,7.37087,11
12833,I,0.4375,0.6,0.1375,2.99087225,14.0330025,0.46776675,0.56699,5
12834,I,0.4625,0.6375,0.1625,2.1262125,0.7087375,0.5953395,0.7087375,6
12835,M,1.2,1.55,0.3875,29.9654215,10.489315,6.78970525,10.0640725,21
12836,F,1.25,1.6125,0.3875,32.98464325,14.344847,8.5331995,8.6465975,10
12837,M,1.2875,1.65,0.4,40.7382315,17.78931125,8.731646,11.90679,14
12838,M,1.225,1.6125,0.5375,33.38153625,11.01378075,6.59125875,11.7650425,16
12839,M,1.225,1.475,0.3875,28.576296,10.8011595,7.6827145,10.035723,11
12840,I,1.125,1.4625,0.4,26.2232875,10.6310625,4.52174525,9.922325,17
12841,M,1.2375,1.4625,0.475,35.19590425,11.8784405,6.78970525,13.2959155,11
12842,I,0.9125,1.175,0.3125,14.67086625,6.6054335,3.742134,4.1106775,8
12843,I,0.3375,0.55,0.225,2.0695135,0.7654365,0.226796,0.4252425,5
12844,I,1,1.3125,0.3,15.762322,7.9662095,4.1673765,4.1106775,8
12845,M,1.0625,1.4125,0.3125,25.287754,12.23280925,4.77689075,6.16601625,8
12846,I,0.6,0.8375,0.1875,4.819415,2.154562,1.00640725,1.417475,6
12847,F,1.3,1.675,0.4125,38.22930075,18.427175,8.34892775,9.4970825,12
12848,F,1.3125,1.6375,0.4375,46.67745175,16.96717575,7.89533575,11.4815475,21
12849,F,1.2875,1.625,0.4375,34.99745775,14.911837,8.63242275,11.90679,12
12850,F,1.2125,1.5625,0.4,30.51823675,11.07047975,6.406987,9.355335,14
12851,F,1.2875,1.6625,0.45,38.5269705,14.52911875,9.07184,12.643877,11
12852,I,1.025,1.4125,0.3625,25.41532675,10.02154825,4.69184225,6.690482,8
12853,M,0.85,1.1125,0.3125,11.43902325,4.9611625,1.7860185,3.35941575,8
12854,F,1.375,1.7125,0.5,52.34735175,25.95396725,11.850091,12.54465375,11
12855,F,1.05,1.3625,0.3625,18.75319425,7.95203475,4.252425,6.23689,10
