id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight
22460,F,1.8,1.4,0.4375,52.43240025,21.92833825,11.86426575,10.8578585
22461,I,1.125,0.8875,0.3125,13.437663,5.499803,3.50116325,3.78465825
22462,I,0.975,0.725,0.25,7.44174375,3.3168915,1.7293195,2.551455
22463,F,1.75,1.4375,0.4625,50.6605565,24.53649225,10.9712565,12.6155275
22464,M,1.325,1.05,0.35,20.41164,8.80251975,4.8477645,6.56290925
22465,M,1.25,0.9875,0.35,19.09338825,8.788345,3.515338,5.953395
22466,I,0.8375,0.65,0.225,5.783298,2.6932025,1.17650425,1.984465
22467,M,1.5125,1.1375,0.4375,28.42037375,11.35397475,6.76135575,8.6465975
22468,I,1.3125,0.9375,0.3125,16.40018575,7.86698625,3.798833,4.53592
22469,F,1.575,1.2125,0.4125,35.4652245,11.1413535,6.917278,10.489315
22470,F,1.65,1.2875,0.4125,43.1762885,19.54698025,9.53960675,11.01378075
22471,F,1.4,1.1,0.425,27.9242575,8.77417025,6.690482,7.654365
22472,F,1.1,0.825,0.3125,10.77281,4.63514325,2.5231055,3.40194
22473,I,1.175,0.8875,0.2875,12.99824575,5.6699,2.96252275,3.96893
22474,M,1.7375,1.4125,0.4375,58.98113475,24.38057,11.623295,14.5432935
22475,I,1.525,1.2125,0.4,31.19862475,14.3164975,6.93145275,8.3631025
22476,F,1.5,1.175,0.4125,32.33260475,12.47378,6.67630725,9.07184
22477,F,1.7,1.3125,0.4125,39.24988275,18.200379,8.2497045,11.01378075
22478,I,0.7,0.5375,0.175,3.6003865,1.360776,0.52446575,0.850485
22479,M,1.3625,1.0875,0.375,25.0326085,12.20445975,5.9250455,6.5487345
22480,F,1.125,0.85,0.325,14.92601175,5.953395,3.47281375,4.1106775
22481,M,1.25,0.9375,0.3,16.40018575,7.07320025,2.93417325,4.762716
22482,F,1.6125,1.225,0.4875,38.215126,15.35125425,8.12213175,10.3475675
22483,M,1.1625,0.925,0.2875,13.36678925,5.85417175,2.82077525,4.819415
22484,F,1.7,1.3625,0.4875,50.632207,15.422128,9.015141,15.30873
22485,I,0.525,0.425,0.1125,1.26155275,0.5386405,0.340194,0.3685435
22486,F,1.5875,1.25,0.5,42.410852,17.93105875,8.88756825,12.2186345
22487,M,1.6125,1.2625,0.4375,36.514156,16.68368075,6.4353365,10.77281
22488,I,1.3625,1.0375,0.35,18.69649525,7.75358825,4.479221,5.6699
22489,I,1.2,0.9375,0.3,14.44407025,6.520385,3.2034935,3.40194
22490,F,1.4875,1.175,0.4125,32.98464325,14.84096325,6.76135575,9.7805775
22491,M,1.3,0.9875,0.3125,17.4349425,7.81028725,3.69960975,5.386405
22492,M,1.2625,1.0125,0.3625,19.57532975,7.78193775,4.1106775,6.3786375
22493,I,1.025,0.7875,0.225,9.11436425,3.98310475,1.8427175,3.005047
22494,M,1.4375,1.125,0.3625,24.90503575,12.94154675,5.71242425,6.0951425
22495,I,0.95,0.775,0.2125,8.5331995,4.37999775,1.43164975,2.551455
22496,M,1.5,1.1875,0.4375,31.2694985,11.18387775,6.2652395,10.9145575
22497,I,1.125,0.9375,0.3375,14.2030995,5.9817445,3.061746,4.9611625
22498,F,1.575,1.2625,0.4625,40.7382315,18.9091165,9.6104805,10.0640725
22499,M,1.7,1.3125,0.4375,38.838815,19.94387325,10.16329575,11.1980525
22500,F,1.4,1.075,0.4,25.0326085,9.48290775,5.556502,7.654365
22501,M,1.4125,1.1,0.325,24.6924145,9.865626,5.5848515,7.5126175
22502,F,1.6,1.275,0.4375,34.8415355,15.138633,7.95203475,9.4970825
22503,I,0.675,0.4875,0.175,2.28213475,1.20485375,0.52446575,0.850485
22504,I,1.125,0.875,0.25,12.7856245,5.896696,2.93417325,3.8271825
22505,F,1.1125,0.85,0.2625,11.58077075,4.97533725,2.9199985,3.685435
22506,F,1.55,1.25,0.3875,35.6920205,15.8473705,7.3425205,9.4970825
22507,F,1.725,1.35,0.4125,47.230267,24.05455075,11.396499,11.7650425
22508,I,0.8375,0.6625,0.225,5.613201,2.05533875,1.304077,1.5592225
22509,I,1.4375,1.0875,0.35,22.41027975,10.50348975,4.9044635,6.6621325
22510,M,1.7375,1.375,0.55,58.75433875,19.674553,11.49572225,16.0174675
22511,I,1.225,0.9625,0.3125,21.72989175,8.164656,3.40194,5.953395
22512,M,1.625,1.2875,0.425,38.42774725,16.3009625,8.9300925,13.1825175
22513,I,0.6375,0.4625,0.15,2.1262125,0.5953395,0.46776675,0.7087375
22514,M,1.3125,1.0,0.325,16.62698175,6.76135575,4.025629,5.2446575
22515,M,1.55,1.2125,0.4375,32.2333815,13.62193475,6.8322295,9.63883
22516,M,1.5,1.225,0.4125,34.189497,14.69921575,7.24329725,10.20582
22517,I,0.9,0.725,0.2,7.04485075,3.458639,1.68679525,2.4097075
22518,F,1.4375,1.1125,0.4125,24.9192105,10.432616,5.23048275,7.7961125
22519,M,1.5,1.175,0.4375,34.189497,14.04717725,7.257472,8.9300925
22520,I,1.125,0.8875,0.3,13.8062065,6.02426875,2.2963095,3.8271825
22521,M,0.7,0.525,0.2,3.01922175,1.1056305,0.83631025,0.850485
22522,I,1.3125,0.9875,0.3,16.68368075,8.60407325,3.7137845,4.7910655
22523,F,1.525,1.2,0.425,29.18581025,13.79203175,7.597666,8.3631025
22524,F,1.525,1.2,0.475,32.034935,12.99824575,7.257472,10.3475675
22525,F,1.3125,1.0625,0.375,20.638436,8.60407325,5.5848515,4.3941725
22526,M,1.65,1.275,0.45,40.78075575,19.731252,8.43397625,12.0485375
22527,I,0.6,0.45,0.1375,1.57339725,0.80796075,0.3685435,0.56699
22528,F,1.55,1.225,0.3625,31.3261975,13.59358525,7.3992195,8.6465975
22529,F,1.525,1.2375,0.425,36.6559035,17.70426275,8.40562675,8.50485
22530,I,0.925,0.675,0.2125,6.1518415,2.6932025,1.304077,1.644271
22531,M,1.525,1.2125,0.35,34.06192425,17.10892325,6.76135575,8.3631025
22532,I,1.1875,0.9,0.2875,13.60776,5.216308,3.118445,3.6003865
22533,I,0.8375,0.625,0.2625,7.994559,2.76407625,1.68679525,2.4097075
22534,F,1.2,0.9375,0.275,16.40018575,7.654365,3.61456125,4.819415
22535,I,0.9625,0.75,0.225,8.66077225,3.572037,1.587572,2.26796
22536,I,0.95,0.7,0.2375,6.53455975,3.061746,1.14815475,1.984465
22537,M,1.65,1.25,0.45,42.51007525,20.53921275,8.901743,9.7805775
22538,F,1.25,0.95,0.3625,16.91047675,6.78970525,3.78465825,5.386405
22539,I,1.25,0.975,0.3125,18.824068,8.34892775,3.8838815,5.20213325
22540,I,1.3625,1.075,0.375,21.8007655,9.36950975,4.422522,6.3219385
22541,I,1.4,1.0625,0.3125,19.74542675,9.8372765,3.72795925,5.2446575
22542,I,1.1125,0.8375,0.275,11.41067375,4.86193925,2.4097075,3.8271825
22543,F,1.525,1.1875,0.425,29.1149365,12.6722265,7.15824875,8.0796075
22544,I,1.025,0.7625,0.25,8.23552975,3.44446425,1.7293195,2.6932025
22545,I,1.375,1.0375,0.3625,26.80445225,11.169703,5.499803,7.1724235
22546,I,1.225,0.9625,0.3,15.09610875,6.13766675,3.5436875,4.6776675
22547,M,0.7,0.5,0.2,2.721552,1.0489315,0.680388,0.850485
22548,F,1.6875,1.375,0.4875,50.24948875,20.00057225,10.8578585,13.324265
22549,F,1.6125,1.225,0.4375,34.5580405,15.52135125,7.10154975,10.98543125
22550,F,1.4875,1.1625,0.3625,27.68328675,13.99047825,5.57067675,7.5126175
22551,M,1.5,1.1875,0.4125,29.540179,12.587178,5.159609,9.922325
22552,M,1.2875,0.975,0.3,15.09610875,5.59902625,3.55786225,4.35164825
22553,I,1.1625,0.9375,0.275,12.5021295,4.89028875,2.891649,4.1106775
22554,I,1.1125,0.9,0.275,12.6722265,5.57067675,2.56562975,3.96893
22555,F,1.4125,1.1,0.375,24.64989025,9.468733,5.76912325,7.087375
22556,M,1.5,1.175,0.4375,31.127751,14.21727425,6.406987,9.2135875
22557,F,1.2,0.9375,0.3375,16.11669075,6.76135575,3.69960975,4.53592
22558,M,1.2125,0.8875,0.3125,14.92601175,5.65572525,2.93417325,5.2446575
22559,F,1.5375,1.075,0.4,31.2694985,15.1669825,6.64795775,8.3631025
22560,F,1.4875,1.1875,0.4,26.138239,11.5949455,6.59125875,7.41339425
22561,F,1.525,1.175,0.3625,31.51046925,13.13999325,7.89533575,7.7961125
22562,M,1.55,1.2,0.4125,29.86619825,14.67086625,6.293589,6.6621325
22563,I,1.1125,0.825,0.275,12.51630425,4.819415,3.07592075,3.40194
22564,M,0.925,0.6875,0.25,5.03203625,2.438057,1.6159215,1.984465
22565,I,0.9,0.675,0.2125,6.30776375,2.6932025,1.31825175,1.70097
22566,F,1.725,1.375,0.475,45.14543425,20.14231975,12.06271225,12.8990225
22567,F,1.5875,1.2375,0.475,38.96638775,13.9196045,9.22776225,11.056305
22568,M,1.3125,1.0,0.325,21.8007655,10.6310625,4.89028875,5.386405
22569,I,0.5375,0.425,0.15,1.74349425,0.58116475,0.41106775,0.56699
22570,I,1.2875,1.0,0.35,17.84601025,7.52679225,3.95475525,6.0951425
22571,I,1.1875,0.9,0.3125,15.365429,7.3992195,3.0333965,4.7910655
22572,M,1.6125,1.25,0.4125,30.80173175,13.25339125,6.9456275,10.0640725
22573,I,0.9,0.675,0.2125,5.443104,2.2963095,0.963883,1.5025235
22574,F,1.4625,1.15,0.3625,28.292801,12.34620725,6.4920355,7.087375
22575,M,1.3,1.0125,0.375,26.09571475,11.49572225,4.479221,6.3786375
22576,I,0.9625,0.75,0.225,7.1724235,3.118445,1.20485375,1.91359125
22577,F,1.7625,1.325,0.4375,49.8667705,19.1359125,9.17106325,13.67863375
22578,I,0.9375,0.7,0.2125,5.57067675,2.16873675,1.11980525,1.5592225
22579,I,1.0125,0.75,0.275,8.60407325,3.78465825,1.74349425,2.62232875
22580,F,1.2125,0.9625,0.35,16.42853525,6.520385,2.93417325,6.3786375
22581,I,0.9375,0.6875,0.2125,6.95980225,3.1467945,1.37495075,1.984465
22582,F,1.5625,1.2125,0.4125,34.68561325,15.762322,6.747181,10.0640725
22583,I,0.925,0.65,0.25,6.4920355,2.83495,1.57339725,1.984465
22584,I,1.1875,0.9375,0.2875,13.8062065,5.65572525,2.73572675,4.1106775
22585,M,1.6125,1.225,0.375,33.8776525,13.79203175,6.67630725,9.4970825
22586,I,1.175,0.875,0.3,13.39513875,5.499803,2.891649,3.5436875
22587,M,0.9,0.675,0.2125,5.896696,2.2963095,1.190679,1.984465
22588,M,0.9375,0.65,0.2125,6.56290925,2.65067825,1.530873,1.984465
22589,F,1.6,1.275,0.4125,37.194544,15.03940975,8.15048125,9.7805775
22590,I,1.15,0.875,0.35,11.3681495,4.66349275,2.8066005,3.2601925
22591,F,1.7,1.3125,0.45,45.8978405,19.447757,10.2341695,13.7495075
22592,M,1.6,1.225,0.4,30.17804275,14.41572075,5.783298,8.6465975
22593,I,0.45,0.325,0.1375,0.89300925,0.29766975,0.35436875,0.35436875
22594,M,1.4125,1.1,0.4,29.0582375,10.149121,6.90310325,8.6465975
22595,M,1.3,1.0625,0.3125,19.4761065,8.278054,4.12485225,5.953395
22596,F,1.4125,1.1,0.375,24.323871,8.54737425,5.4714535,8.50485
22597,I,1.2875,0.9875,0.3375,17.67591325,7.52679225,4.57844425,4.9611625
22598,I,1.2125,0.95,0.3125,15.74814725,6.9456275,3.04757125,4.1673765
22599,I,1.25,0.9375,0.2625,14.3731965,6.7755305,2.99087225,4.252425
22600,M,1.3125,1.0375,0.3,20.3265915,9.865626,4.32329875,6.19436575
22601,M,1.475,1.1,0.4,28.576296,12.03436275,6.633783,7.93786
22602,M,1.4625,1.1875,0.3625,26.365035,11.963489,6.16601625,7.427569
22603,M,1.3125,1.025,0.375,21.4605715,7.98038425,5.0745605,7.35669525
22604,F,1.325,1.0375,0.3625,23.94115275,8.66077225,5.556502,6.6621325
22605,M,1.5,1.2,0.375,23.79940525,10.2341695,5.40057975,8.17883075
22606,M,1.3875,1.075,0.3625,21.0069795,8.15048125,5.556502,6.463686
22607,F,1.2625,1.025,0.325,14.4865945,5.6982495,3.50116325,4.6776675
22608,M,1.2,0.8875,0.325,12.984071,5.06038575,3.231843,3.96893
22609,I,1.05,0.8125,0.2875,9.468733,3.798833,1.77184375,2.83495
22610,M,1.6875,1.2625,0.4375,39.2640575,19.06503875,8.50485,9.1001895
22611,F,1.1375,0.875,0.3375,14.69921575,6.2652395,3.288542,4.6776675
22612,F,1.25,1.0,0.3875,18.540573,7.24329725,5.11708475,5.8116475
22613,M,1.3125,1.025,0.3125,17.90270925,7.767763,4.01145425,5.386405
22614,M,1.4,1.15,0.4375,26.32251075,10.95708175,6.98815175,7.654365
22615,M,1.65,1.3375,0.4375,44.4236665,19.6462035,10.81533425,10.489315
22616,M,1.5125,1.2,0.375,30.5891105,11.75086775,5.5281525,9.7805775
22617,M,1.3875,1.0875,0.35,24.36639525,9.85145125,5.03203625,6.80388
22618,F,1.5875,1.2,0.4125,33.12639075,10.81533425,6.917278,10.489315
22619,I,0.5625,0.4125,0.175,1.48834875,0.72291225,0.3685435,0.4252425
22620,F,1.5875,1.2375,0.4375,36.78347625,14.35902175,7.38504475,12.757275
22621,F,1.5625,1.225,0.4125,32.16250775,14.13222575,7.654365,8.9300925
22622,I,0.8875,0.675,0.2,6.2652395,2.05533875,1.417475,1.984465
22623,M,0.8125,0.6,0.2125,4.706017,1.40330025,0.97805775,1.5592225
22624,M,1.275,1.0125,0.3875,20.36911575,6.33611325,4.025629,6.7755305
22625,I,1.3,1.0,0.3125,18.370476,9.8372765,4.3374735,4.819415
22626,M,1.3125,1.025,0.325,21.0069795,10.47514025,4.706017,5.6699
22627,I,1.2375,0.9125,0.3125,15.43630275,6.0384435,2.90582375,4.819415
22628,M,1.55,1.2,0.425,36.6559035,16.0174675,8.88756825,11.3398
22629,M,1.625,1.2375,0.4375,36.117263,16.612807,8.0796075,10.77281
22630,M,1.1875,0.9125,0.3125,14.69921575,5.953395,3.30271675,4.6776675
22631,I,0.8125,0.6125,0.225,5.06038575,2.05533875,0.8788345,1.5592225
22632,I,1.1375,0.875,0.275,12.417081,5.71242425,2.8066005,3.5436875
22633,I,1.125,0.8375,0.2875,12.0485375,5.93922025,2.25378525,3.40194
22634,M,1.2375,0.9375,0.35,24.08290025,7.24329725,5.03203625,8.3631025
22635,M,1.475,1.1375,0.3875,26.705229,12.23280925,4.876114,8.0796075
22636,F,1.3625,1.025,0.3375,20.11397025,7.087375,4.32329875,6.80388
22637,F,1.475,1.1375,0.375,24.62154075,9.525432,5.329706,7.654365
22638,I,1.5625,1.2125,0.4125,38.0733785,18.2287285,7.0023265,9.7805775
22639,F,1.1625,0.925,0.3125,14.17475,5.91087075,3.2034935,4.1106775
22640,M,1.5625,1.25,0.4125,34.189497,15.26620575,6.22271525,10.1207715
22641,I,0.925,0.6875,0.2375,7.144074,3.1467945,1.6726205,1.984465
22642,I,1.1875,0.8875,0.275,12.54465375,6.76135575,2.14038725,3.4302895
22643,F,1.625,1.2625,0.375,30.957654,14.3731965,7.314171,10.489315
22644,I,1.325,1.025,0.35,19.85882475,8.09378225,3.6003865,6.0951425
22645,I,0.85,0.65,0.2125,5.6699,2.26796,0.9355335,1.5592225
22646,M,1.525,1.1375,0.4125,25.86891875,10.47514025,5.613201,7.654365
22647,I,0.9375,0.6875,0.2,6.98815175,3.061746,1.17650425,1.984465
22648,F,1.175,0.8875,0.325,14.81261375,6.2652395,3.27436725,3.685435
22649,M,1.4125,1.1,0.4,24.6924145,9.48290775,5.37223025,7.087375
22650,M,1.4125,1.1125,0.4,25.741346,8.03708325,6.7755305,9.07184
22651,I,0.9,0.6625,0.2,5.08873525,2.22543575,1.0489315,1.74349425
22652,F,1.425,1.0875,0.35,24.70658925,11.623295,4.77689075,7.7961125
22653,M,1.525,1.175,0.3625,27.71163625,12.09106175,6.633783,8.0796075
22654,I,0.875,0.6875,0.225,7.9095105,3.24601775,1.51669825,1.984465
22655,I,1.325,1.0,0.325,16.11669075,8.1930055,3.7704835,4.9611625
22656,I,1.2875,0.9375,0.3125,16.51358375,7.24329725,4.082328,4.6776675
22657,M,1.2,0.9875,0.3,15.6205745,6.13766675,2.721552,4.7343665
22658,I,0.725,0.525,0.15,2.96252275,1.17650425,0.623689,0.9922325
22659,F,1.725,1.375,0.5,44.111822,16.329312,11.07047975,12.48795475
22660,I,1.275,0.975,0.325,18.01610725,9.6104805,3.98310475,4.3941725
22661,M,1.175,0.9125,0.3,18.313777,8.20718025,4.03980375,3.8271825
22662,I,1.1875,0.9625,0.35,13.777857,5.9250455,2.73572675,4.252425
22663,I,0.7875,0.575,0.1875,4.12485225,1.2757275,0.80796075,1.5592225
22664,M,1.675,1.3,0.4625,37.1094955,16.6411565,7.83863675,10.3475675
22665,I,0.725,0.525,0.1875,3.3168915,1.20485375,0.623689,0.97805775
22666,I,0.9625,0.7125,0.2125,7.81028725,3.2601925,1.7293195,2.1262125
22667,I,0.5875,0.4375,0.1,1.71514475,0.5953395,0.38271825,0.56699
22668,F,1.425,1.1125,0.3625,24.1821235,10.9712565,4.9044635,7.7961125
22669,M,1.5625,1.2375,0.4375,35.02580725,15.30873,7.47009325,9.39785925
22670,F,1.3125,1.0,0.375,21.092028,9.28446125,5.499803,5.386405
22671,I,1.1875,0.9,0.3125,13.4660125,5.74077375,3.18931875,4.53592
22672,I,0.85,0.7,0.225,6.13766675,2.70737725,1.0489315,2.1262125
22673,I,0.825,0.575,0.2125,3.64291075,1.5592225,0.80796075,1.13398
22674,I,1.05,0.8125,0.275,10.95708175,4.29494925,2.67902775,2.83495
22675,I,1.025,0.775,0.25,9.128539,4.40834725,1.60174675,2.6932025
22676,I,0.9,0.7,0.25,7.087375,3.515338,1.644271,2.551455
22677,I,1.25,0.9875,0.3125,16.34348675,7.10154975,3.52951275,4.32329875
22678,F,1.425,1.0875,0.3625,24.73493875,10.87203325,5.51397775,7.654365
22679,I,0.875,0.6375,0.2,5.3013565,2.33883375,1.417475,1.70097
22680,I,1.3125,1.0625,0.4125,23.91280325,10.70193625,4.9044635,7.7961125
22681,F,1.825,1.525,0.5125,63.37530725,33.86347775,13.62193475,12.45960525
22682,M,0.8625,0.65,0.1875,5.8116475,2.551455,1.4458245,1.984465
22683,M,1.5625,1.2375,0.425,36.7693015,11.07047975,8.29222875,11.90679
22684,I,1.1,0.8625,0.275,12.5021295,5.613201,2.2963095,3.5436875
22685,F,1.3625,1.05,0.3125,21.8007655,7.27164675,4.23825025,7.37087
22686,M,1.4875,1.2,0.35,31.59551775,13.11164375,6.64795775,9.7805775
22687,F,1.225,0.9625,0.35,14.8834875,6.36446275,2.93417325,4.6776675
22688,M,1.5,1.1375,0.4,32.31843,13.79203175,7.52679225,8.9300925
22689,M,1.4,1.1125,0.425,28.02348075,11.7083435,6.293589,9.14271375
22690,I,1.125,0.8375,0.25,11.3681495,5.6699,2.36718325,3.2601925
22691,I,0.925,0.7125,0.225,7.55514175,3.2601925,1.85689225,2.1262125
22692,F,1.375,1.0875,0.425,24.040376,11.679994,5.62737575,7.087375
22693,M,1.325,0.9875,0.3,17.30736975,5.9817445,4.025629,5.6699
22694,M,1.6125,1.225,0.425,37.0527965,18.5122235,8.6465975,7.93786
22695,F,1.6,1.2875,0.4125,34.132798,15.0535845,7.98038425,9.922325
22696,M,1.625,1.3125,0.475,37.1094955,14.84096325,9.015141,11.3398
22697,M,1.6125,1.25,0.4,39.745999,18.75319425,8.32057825,9.08601475
22698,F,1.525,1.125,0.4,28.67551925,12.00601325,6.7188315,7.93786
22699,M,1.375,1.0375,0.425,23.24659,11.38232425,4.8477645,7.2291225
22700,F,1.425,1.075,0.325,20.638436,9.8939755,4.7343665,5.2446575
22701,F,1.175,0.925,0.3375,15.5071765,6.293589,3.75630875,4.139027
22702,M,1.3625,1.0375,0.3375,24.79163775,8.63242275,5.4714535,8.9300925
22703,F,1.3,0.975,0.375,18.0019325,6.73300625,3.8271825,5.5281525
22704,I,1.1875,0.9125,0.275,12.74310025,4.49339575,2.90582375,3.40194
22705,F,1.675,1.275,0.4625,41.4753185,18.32795175,8.00873375,11.12717875
22706,I,0.5375,0.3875,0.1375,1.6726205,0.66621325,0.35436875,0.35436875
22707,F,1.1625,0.825,0.3125,10.41844125,4.6209685,2.62232875,3.40194
22708,F,1.2,0.9125,0.325,16.40018575,5.953395,3.7137845,4.5642695
22709,M,1.425,1.1,0.3875,28.98736375,12.85649825,6.577084,8.15048125
22710,M,1.7375,1.325,0.5125,47.35783975,16.8112535,11.566596,12.3320325
22711,I,0.9375,0.725,0.2375,6.8889285,2.891649,1.6726205,1.984465
22712,F,1.5875,1.2375,0.4625,36.55668025,16.839603,8.43397625,8.9300925
22713,F,1.4125,1.1125,0.375,23.6718325,10.33339275,5.2446575,7.93786
22714,I,1.5375,1.2125,0.375,24.1821235,11.75086775,5.99591925,6.690482
22715,M,1.5125,1.2,0.4,30.3623145,13.154168,6.2085405,9.922325
22716,I,0.95,0.725,0.225,8.5331995,4.66349275,1.82854275,2.26796
22717,I,0.4375,0.325,0.1,0.8221355,0.35436875,0.226796,0.283495
22718,I,1.0375,0.8125,0.275,8.80251975,3.40194,1.8994165,2.9766975
22719,M,1.4875,1.1125,0.3875,29.27085875,12.1619355,6.406987,7.7961125
22720,I,1.45,1.15,0.35,28.50542225,12.927372,6.8889285,7.5126175
22721,F,1.55,1.2625,0.4125,38.03085425,19.617854,8.74582075,10.0640725
22722,I,0.8875,0.6125,0.2125,5.3013565,2.211261,1.43164975,1.644271
22723,I,1.1375,0.925,0.275,15.74814725,7.087375,3.01922175,4.082328
22724,F,1.675,1.325,0.45,37.42134,17.13727275,10.6310625,9.07184
22725,M,1.3375,1.05,0.3875,24.2955215,7.93786,4.932813,7.087375
22726,F,1.45,1.125,0.325,24.76328825,10.47514025,5.5281525,6.80388
22727,F,1.5125,1.175,0.4,31.51046925,11.32562525,7.1724235,7.7961125
22728,F,1.1875,0.9375,0.3375,14.798439,5.71242425,2.948348,4.819415
22729,F,1.6875,1.3125,0.4875,44.9906565,18.5122235,9.525432,11.1980525
22730,M,1.4875,1.125,0.3625,32.375129,15.2803805,6.917278,8.788345
22731,M,1.2875,1.0,0.3875,19.83047525,8.278054,4.2807745,6.23689
22732,M,1.4625,1.1375,0.4125,29.69610125,13.73533275,6.8322295,7.087375
22733,I,0.5375,0.375,0.15,1.1623295,0.60951425,0.340194,0.510291
22734,I,1.2375,0.9375,0.3,18.75319425,9.31281075,4.89028875,4.53592
22735,I,1.325,0.9875,0.2875,13.36678925,5.85417175,2.79242575,4.195726
22736,F,1.3875,1.025,0.475,26.09571475,7.52679225,6.80388,8.788345
22737,M,1.375,1.0625,0.3625,24.96173475,9.87980075,5.7549485,7.2291225
22738,I,1.175,0.8875,0.2625,13.1258185,6.123492,2.8066005,3.24601775
22739,F,1.5875,1.275,0.4125,38.82464025,18.6256215,8.561549,11.056305
22740,F,1.425,1.0875,0.3375,24.437269,8.34892775,5.8683465,6.23689
22741,M,1.175,0.875,0.2625,13.551061,5.4147545,2.8066005,3.685435
22742,M,1.35,1.05,0.3375,22.169309,9.07184,4.40834725,6.3786375
22743,M,1.5625,1.2,0.4375,35.33765175,17.0097,8.00873375,9.7805775
22744,M,1.3625,1.0375,0.325,20.70930975,9.3269855,4.72019175,5.2446575
22745,M,1.6,1.225,0.4875,37.03862175,10.61688775,7.4559185,14.5999925
22746,I,0.725,0.525,0.2125,3.4302895,1.34660125,0.75126175,0.9922325
22747,I,0.825,0.6375,0.2375,6.8322295,2.608154,1.2757275,1.70097
22748,F,1.5,1.2125,0.425,26.63435525,11.113004,6.90310325,8.9300925
22749,M,1.55,1.25,0.3875,37.37881575,18.597272,8.051258,9.4970825
22750,M,1.5,1.2,0.425,29.97959625,12.85649825,6.5487345,8.7599955
22751,I,1.125,0.875,0.3375,13.36678925,5.91087075,2.48058125,4.53592
22752,M,1.575,1.2375,0.4375,35.4652245,17.08057375,6.690482,8.221355
22753,F,1.6,1.225,0.425,33.40988575,14.69921575,7.49844275,10.6310625
22754,M,1.125,0.875,0.325,13.437663,5.953395,2.721552,4.252425
22755,M,1.55,1.125,0.3875,31.70891575,14.10387625,7.3425205,8.788345
22756,I,1.5,1.1625,0.375,27.71163625,13.56523575,5.96756975,7.5126175
22757,F,1.4375,1.125,0.3625,26.71940375,11.679994,5.3013565,8.788345
22758,M,1.4,1.075,0.325,24.84833675,10.19164525,5.1879585,6.3786375
22759,I,1.175,0.9375,0.25,13.99047825,6.2085405,2.99087225,3.855532
22760,I,1.2,0.975,0.3625,20.34076625,8.97261675,4.89028875,4.7910655
22761,I,1.225,0.95,0.3125,16.896302,7.92368525,3.10427025,4.3941725
22762,M,1.6125,1.2625,0.5,40.78075575,14.685041,10.04989775,13.60776
22763,M,1.525,1.225,0.5,32.72949775,12.94154675,6.3219385,13.324265
22764,M,1.55,1.2,0.4,34.529691,14.911837,7.3425205,10.0640725
22765,F,1.25,0.95,0.3375,16.839603,6.8889285,3.8271825,5.953395
22766,F,1.75,1.3375,0.55,51.2275465,20.68096025,9.25611175,15.025235
22767,I,1.25,0.95,0.3125,12.74310025,4.72019175,2.25378525,4.53592
22768,M,1.6125,1.2125,0.45,34.77066175,16.1308655,7.35669525,9.07184
22769,M,1.375,1.0875,0.35,24.84833675,10.98543125,5.3013565,6.80388
22770,M,1.625,1.2875,0.5,43.7999775,15.43630275,9.525432,14.17475
22771,I,1.45,1.0875,0.325,21.659018,9.48290775,4.20990075,5.6699
22772,M,1.5625,1.2375,0.3875,32.6869735,14.5999925,7.314171,8.6465975
22773,I,0.8875,0.675,0.2,5.62737575,2.26796,1.20485375,1.984465
22774,M,1.575,1.225,0.375,32.16250775,14.92601175,7.10154975,8.3631025
22775,F,1.375,1.0625,0.325,23.88445375,13.48018725,4.91863825,6.3219385
22776,I,1.3125,1.0,0.35,16.782904,6.4920355,3.288542,5.57067675
22777,I,0.8625,0.6375,0.1875,5.3013565,2.19708625,0.793786,1.20485375
22778,I,1.25,0.9125,0.3125,14.571643,6.3219385,3.50116325,3.78465825
22779,M,1.6125,1.25,0.4375,38.9805625,17.42076775,7.824462,9.63883
22780,M,1.4,1.125,0.4375,27.88173325,8.3064035,5.783298,11.4815475
22781,M,1.5375,1.1875,0.4375,33.89182725,13.777857,6.5487345,9.128539
22782,I,1.0125,0.7625,0.2625,10.56018875,4.309124,1.8427175,3.118445
22783,I,1.0,0.775,0.225,9.82310175,4.23825025,1.7860185,2.9766975
22784,M,1.3625,1.05,0.35,22.6796,9.468733,4.252425,6.010094
22785,F,1.5125,1.2125,0.375,31.127751,11.5382465,6.76135575,8.50485
22786,M,1.525,1.1625,0.3875,34.03357475,15.478827,7.41339425,9.7805775
22787,M,1.4125,1.0875,0.3875,22.2543575,8.83086925,5.499803,6.6621325
22788,M,1.45,1.15,0.4,29.97959625,10.2908685,8.8166945,8.50485
22789,I,1.3875,1.0625,0.35,18.313777,8.60407325,3.98310475,5.2446575
22790,I,1.2625,0.95,0.3125,17.916884,8.334753,3.3735905,4.35164825
22791,I,0.8625,0.6375,0.2,5.85417175,2.381358,1.190679,1.417475
22792,F,1.4375,1.1875,0.4125,25.51455,9.42620875,5.839997,8.50485
22793,M,1.425,1.175,0.4,24.720764,11.4815475,6.36446275,8.0796075
22794,M,1.4875,1.15,0.3875,27.5273645,11.736693,6.066793,7.7961125
22795,I,1.1,0.85,0.275,10.41844125,3.84135725,2.08368825,3.40194
22796,I,1.1375,0.8875,0.25,13.437663,5.76912325,2.948348,3.40194
22797,F,1.625,1.3,0.4125,38.215126,16.96717575,8.88756825,9.355335
