ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,location,quality
4208,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,white,California,6
4209,5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,white,California,7
4210,7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,white,California,7
4211,7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,white,Texas,5
4212,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,white,Texas,5
4213,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,white,California,6
4214,8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,red,California,7
4215,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,white,Texas,5
4216,8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,red,Texas,4
4217,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,white,California,7
4218,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,white,Texas,5
4219,5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,white,California,7
4220,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,white,California,5
4221,7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,white,California,4
4222,10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,red,California,6
4223,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,white,California,7
4224,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,white,Texas,5
4225,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,red,California,7
4226,9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,red,Texas,5
4227,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,white,Texas,5
4228,6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,white,Texas,5
4229,7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,red,Texas,6
4230,11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,red,California,7
4231,7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,white,Texas,5
4232,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,white,California,6
4233,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,white,Texas,6
4234,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,white,California,5
4235,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,white,California,5
4236,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,white,California,6
4237,6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,white,California,6
4238,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,white,Texas,6
4239,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,white,California,7
4240,6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,white,California,4
4241,6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,white,California,6
4242,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,white,Texas,6
4243,6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,white,California,7
4244,5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,white,California,6
4245,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,white,Texas,4
4246,7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,white,Texas,5
4247,6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,red,Texas,5
4248,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,white,California,7
4249,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,white,California,7
4250,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,white,Texas,4
4251,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,white,California,6
4252,5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,white,California,6
4253,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,white,California,6
4254,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,white,California,7
4255,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,red,California,7
4256,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,white,Texas,5
4257,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,white,California,7
4258,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,white,Texas,6
4259,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,white,California,7
4260,7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,white,California,4
4261,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,white,Texas,6
4262,7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,white,Texas,6
4263,7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,red,California,8
4264,6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,white,California,7
4265,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,white,California,4
4266,7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,white,Texas,5
4267,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,red,Texas,7
4268,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,white,California,5
4269,6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,white,California,6
4270,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,white,California,7
4271,7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,white,California,6
4272,7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,white,Texas,5
4273,6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,red,Texas,5
4274,10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,red,California,7
4275,6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,white,Texas,6
4276,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,red,California,6
4277,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,white,California,5
4278,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,red,Texas,5
4279,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,white,California,6
4280,5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.33333333,white,Texas,5
4281,6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,white,California,6
4282,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,red,California,7
4283,5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,white,Texas,5
4284,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,red,California,6
4285,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,red,California,6
4286,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,white,California,7
4287,6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,white,California,5
4288,5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,red,California,7
4289,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,white,California,7
4290,5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,white,California,7
4291,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,red,California,6
4292,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,red,Texas,5
4293,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,white,California,6
4294,8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,red,Texas,5
4295,9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,red,California,6
4296,7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,white,California,7
4297,11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,red,California,7
4298,8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,white,Texas,6
4299,7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,red,Texas,4
4300,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,white,California,5
4301,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,white,California,5
4302,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,white,California,6
4303,7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6,white,California,6
4304,6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,white,Texas,5
4305,10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,red,California,7
4306,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,white,California,7
4307,7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,red,California,7
4308,6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,white,California,6
4309,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,white,California,6
4310,6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,white,California,4
4311,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,white,California,6
4312,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,white,California,6
4313,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,white,California,5
4314,10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,red,Texas,5
4315,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,red,California,6
4316,6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,white,Texas,6
4317,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,white,California,5
4318,6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,red,Texas,6
4319,6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,white,California,6
4320,6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,red,Texas,5
4321,8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,red,Texas,5
4322,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,white,Texas,6
4323,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,white,Texas,6
4324,7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,red,Califormia,3
4325,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,red,California,6
4326,6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,white,Texas,3
4327,5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,white,California,6
4328,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,white,Texas,5
4329,6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,white,Texas,5
4330,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,red,California,7
4331,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,white,California,6
4332,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,white,California,5
4333,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,white,California,6
4334,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,white,Texas,5
4335,5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,white,California,6
4336,7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,red,California,6
4337,12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,red,California,6
4338,6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,white,California,6
4339,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,white,Texas,4
4340,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,white,California,6
4341,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,white,California,6
4342,8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,white,Texas,5
4343,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,white,California,7
4344,6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,red,Texas,5
4345,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,white,California,5
4346,6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,white,California,4
4347,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,white,California,6
4348,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,white,California,6
4349,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,white,Texas,5
4350,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,red,California,6
4351,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,red,Texas,5
4352,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,white,California,6
4353,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,red,Texas,5
4354,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,white,California,6
4355,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,red,California,6
4356,9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,red,California,6
4357,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,white,California,5
4358,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,red,Texas,4
4359,6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,red,California,6
4360,6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,white,California,6
4361,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,white,California,7
4362,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,white,California,7
4363,6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,white,Texas,5
4364,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,white,Texas,5
4365,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,white,California,6
4366,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,white,California,7
4367,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,red,California,7
4368,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,red,Texas,5
4369,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,white,Texas,5
4370,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,white,Texas,5
4371,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,white,California,6
4372,7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,white,California,7
4373,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,white,California,7
4374,5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,white,California,6
4375,9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,white,Texas,4
4376,6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,white,California,5
4377,6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,white,Texas,4
4378,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,white,California,6
4379,7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,white,California,6
4380,5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,white,California,6
4381,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,white,California,5
4382,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,white,California,7
4383,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,red,California,7
4384,5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,white,California,7
4385,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,white,Texas,5
4386,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,red,California,6
4387,6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,white,Texas,5
4388,5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,white,Texas,4
4389,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,white,Texas,5
4390,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,white,California,6
4391,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,white,Texas,5
4392,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,white,California,7
4393,7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,white,California,6
4394,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,white,California,6
4395,8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,red,Texas,5
4396,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,red,Texas,6
4397,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,white,California,7
4398,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,red,Texas,5
4399,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,red,California,7
4400,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,white,Texas,5
4401,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,white,California,7
4402,6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,white,Texas,5
4403,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,white,Texas,5
4404,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,white,Texas,5
4405,8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,white,California,6
4406,9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,red,Texas,5
4407,9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,red,California,6
4408,6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,white,California,6
4409,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,white,California,7
4410,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,white,California,5
4411,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,red,California,6
4412,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,white,California,6
4413,6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,red,California,7
4414,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,red,Texas,5
4415,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,red,California,7
4416,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,white,Texas,5
4417,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,white,Texas,5
4418,7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,white,California,6
4419,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,white,Texas,5
4420,6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,white,Texas,5
4421,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,red,Texas,6
4422,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,white,Texas,6
4423,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,white,California,7
4424,7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,red,Texas,5
4425,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,white,California,8
4426,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,white,Texas,5
4427,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,white,California,6
4428,6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,white,Texas,6
4429,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,white,California,6
4430,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,red,California,6
4431,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,white,California,6
4432,8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,red,California,6
4433,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,white,Texas,5
4434,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10,white,Texas,5
4435,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,red,California,6
4436,7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,red,California,7
4437,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,white,Texas,6
4438,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,white,Texas,6
4439,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,white,California,6
4440,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,white,Texas,5
4441,6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,white,California,6
4442,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,white,California,6
4443,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,white,California,6
4444,6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,white,California,6
4445,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,white,California,5
4446,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,red,California,6
4447,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,white,California,5
4448,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,white,California,6
4449,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,white,Texas,6
4450,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,white,Texas,5
4451,6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,red,Texas,5
4452,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,white,California,7
4453,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,red,Texas,5
4454,6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,white,California,6
4455,6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,white,California,6
4456,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,white,Texas,6
4457,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,red,Texas,6
4458,6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,white,California,5
4459,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,white,California,6
4460,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,white,Texas,7
4461,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,red,California,6
4462,7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,white,California,7
4463,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,white,California,6
4464,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,white,Texas,5
4465,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,white,California,6
4466,8.9,0.34,0.32,1.3,0.041,12,188,0.9953,3.17,0.49,9.5,white,Texas,5
4467,6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,white,Texas,5
4468,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,white,California,6
4469,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,white,Texas,6
4470,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,white,California,6
4471,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,red,Texas,6
4472,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,white,California,5
4473,5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,white,California,7
4474,10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,red,California,6
4475,6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,white,California,7
4476,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,white,California,7
4477,6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,white,California,4
4478,8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,red,Texas,5
4479,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,white,Texas,5
4480,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,red,California,8
4481,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,white,California,6
4482,7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,red,Texas,5
4483,6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,red,California,6
4484,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,red,Texas,5
4485,7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,white,California,6
